target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
81P_22S01,2023-11-10 08:09:00.005,2023-11-10 08:12:20.005,3.33,18h35m16.81s,-22d04m03.7s,{'filter': 'R'},120,1
TransitionBlock,2023-11-10 08:12:20.005,2023-11-10 08:14:00.005,1.67,,,[],,
C2022_F1_22S01,2023-11-10 08:14:00.005,2023-11-10 08:17:20.005,3.33,22h10m01.84s,-48d23m31.2s,{'filter': 'R'},120,1
TransitionBlock,2023-11-10 08:17:20.005,2023-11-10 08:18:20.005,1.0,,,[],,
73P-JD001_22S01,2023-11-10 08:18:20.005,2023-11-10 08:25:40.005,7.33,20h20m31.23s,-36d20m40.3s,{'filter': 'R'},30,4
TransitionBlock,2023-11-10 08:25:40.005,2023-11-10 08:26:20.005,0.67,,,[],,
C2021_C5_22S01,2023-11-10 08:26:20.005,2023-11-10 09:03:00.005,36.67,19h30m37.33s,-45d41m46.9s,{'filter': 'R'},120,11
TransitionBlock,2023-11-10 09:03:00.005,2023-11-10 09:09:20.005,6.33,,,['filter:R to V'],,
2022aajn_22S02,2023-11-10 09:13:00.007,2023-11-10 09:17:20.007,4.33,0h28m33.03733333s,+21d04m21.33s,{'filter': 'V'},180,1
TransitionBlock,2023-11-10 09:17:20.007,2023-11-10 09:20:00.007,2.67,,,[],,
2021aefx_22S02,2023-11-10 09:20:20.007,2023-11-10 09:24:40.007,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2023-11-10 09:24:40.007,2023-11-10 09:29:40.007,5.0,,,['filter:V to R'],,
C2019_F1_22S01,2023-11-10 09:30:00.008,2023-11-10 10:06:40.008,36.67,2h03m20.72s,-0d19m56.2s,{'filter': 'R'},120,11
TransitionBlock,2023-11-10 10:06:40.008,2023-11-10 10:10:40.008,4.0,,,['filter:R to V'],,
2022hrs_22S02,2023-11-10 10:11:00.009,2023-11-10 10:15:20.009,4.33,0h50m54.289s,+11d34m35.87s,{'filter': 'V'},180,1
TransitionBlock,2023-11-10 10:15:20.009,2023-11-10 10:18:40.009,3.33,,,['filter:V to R'],,
2060_22S01,2023-11-10 10:18:40.009,2023-11-10 10:22:00.009,3.33,0h56m56.76s,+7d41m02.4s,{'filter': 'R'},120,1
TransitionBlock,2023-11-10 10:22:00.009,2023-11-10 10:25:40.009,3.67,,,['filter:R to V'],,
2022ihz_22S02,2023-11-10 10:25:40.009,2023-11-10 10:30:00.009,4.33,0h38m51.21533333s,-3d36m25.46s,{'filter': 'V'},180,1
TransitionBlock,2023-11-10 10:30:00.009,2023-11-10 10:35:20.009,5.33,,,['filter:V to R'],,
C2014_UN271_22S01,2023-11-10 10:39:00.010,2023-11-10 10:46:00.010,7.0,3h15m06.91s,-65d55m05.5s,{'filter': 'R'},60,3
TransitionBlock,2023-11-10 10:46:00.010,2023-11-10 10:46:40.010,0.67,,,[],,
C2019_E3_22S01,2023-11-10 10:47:00.011,2023-11-10 11:29:00.011,42.0,4h23m09.22s,-77d20m55.3s,{'filter': 'R'},60,18
TransitionBlock,2023-11-10 11:29:00.011,2023-11-10 11:31:00.011,2.0,,,[],,
C2022_S4_22S01,2023-11-10 11:31:20.012,2023-11-10 12:17:20.012,46.0,2h39m18.35s,-21d16m32s,{'filter': 'R'},30,25
TransitionBlock,2023-11-10 12:17:20.012,2023-11-10 12:18:40.012,1.33,,,[],,
C2022_R6_22S01,2023-11-10 12:19:00.014,2023-11-10 13:01:00.014,42.0,5h11m36.25s,-40d27m23.4s,{'filter': 'R'},60,18
TransitionBlock,2023-11-10 13:01:00.014,2023-11-10 13:02:00.014,1.0,,,[],,
2022_QE78_22S01,2023-11-10 13:02:20.015,2023-11-10 13:48:20.015,46.0,4h53m13.44s,-12d39m47.2s,{'filter': 'R'},30,25
TransitionBlock,2023-11-10 13:48:20.015,2023-11-10 13:50:00.015,1.67,,,[],,
285P_22S01,2023-11-10 13:50:20.017,2023-11-10 14:32:20.017,42.0,8h11m25.11s,-7d58m55.6s,{'filter': 'R'},60,18
TransitionBlock,2023-11-10 14:32:20.017,2023-11-10 14:34:20.017,2.0,,,[],,
C2022_E3_22S01,2023-11-10 14:34:40.019,2023-11-10 15:20:40.019,46.0,5h37m00.08s,-60d22m11.2s,{'filter': 'R'},30,25
TransitionBlock,2023-11-10 15:20:40.019,2023-11-10 15:23:00.019,2.33,,,[],,
C2021_E3_22S01,2023-11-10 15:34:00.021,2023-11-10 15:37:20.021,3.33,7h59m38.28s,+2d19m44.7s,{'filter': 'R'},120,1
TransitionBlock,2023-11-10 15:37:20.021,2023-11-10 15:38:00.021,0.67,,,[],,
C2021_A9_22S01,2023-11-10 15:38:20.021,2023-11-10 15:41:40.021,3.33,7h33m23.07s,+10d05m27.2s,{'filter': 'R'},120,1
TransitionBlock,2023-11-10 15:41:40.021,2023-11-10 15:44:00.021,2.33,,,[],,
A2019_U5_22S01,2023-11-10 15:44:20.021,2023-11-10 15:47:40.021,3.33,10h45m08.02s,-29d51m17s,{'filter': 'R'},120,1
TransitionBlock,2023-11-10 15:47:40.021,2023-11-10 15:48:40.021,1.0,,,[],,
C2022_A3_22S01,2023-11-10 15:49:00.022,2023-11-10 16:35:00.022,46.0,9h41m49.53s,-49d12m39.6s,{'filter': 'R'},30,25
