target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
22P_22S01,2023-01-10 08:58:00.007,2023-01-10 09:34:40.007,36.67,1h06m46.65s,+1d47m54s,{'filter': 'R'},120,11
TransitionBlock,2023-01-10 09:34:40.007,2023-01-10 09:37:00.007,2.33,,,[],,
C2014_UN271_22S01,2023-01-10 09:37:00.007,2023-01-10 09:44:00.007,7.0,2h28m06.56s,-60d27m00.4s,{'filter': 'R'},60,3
TransitionBlock,2023-01-10 09:44:00.007,2023-01-10 09:45:20.007,1.33,,,[],,
C2022_F1_22S01,2023-01-10 09:45:20.007,2023-01-10 09:48:40.007,3.33,21h11m02.1s,-63d41m01s,{'filter': 'R'},120,1
TransitionBlock,2023-01-10 09:48:40.007,2023-01-10 09:53:40.007,5.0,,,['filter:R to V'],,
2022ucj_22S02,2023-01-10 09:53:40.007,2023-01-10 09:58:00.007,4.33,0h18m03.41s,-16d18m21.9s,{'filter': 'V'},180,1
TransitionBlock,2023-01-10 09:58:00.007,2023-01-10 09:58:20.007,0.33,,,[],,
2022udc_22S02,2023-01-10 09:58:20.007,2023-01-10 10:02:40.007,4.33,0h17m35.41133333s,-10d18m30.38s,{'filter': 'V'},180,1
TransitionBlock,2023-01-10 10:02:40.007,2023-01-10 10:04:40.007,2.0,,,[],,
2022ydv_22S02,2023-01-10 10:04:40.007,2023-01-10 10:09:00.007,4.33,1h18m55.45466667s,-60d39m14.26s,{'filter': 'V'},180,1
TransitionBlock,2023-01-10 10:09:00.007,2023-01-10 10:10:20.007,1.33,,,[],,
2022ydu_22S02,2023-01-10 10:10:20.007,2023-01-10 10:14:40.007,4.33,0h43m09.39133333s,-24d27m04.27s,{'filter': 'V'},180,1
TransitionBlock,2023-01-10 10:14:40.007,2023-01-10 10:15:00.007,0.33,,,[],,
2022tiv_22S02,2023-01-10 10:15:00.007,2023-01-10 10:19:20.007,4.33,1h25m35.83s,-22d44m07.39s,{'filter': 'V'},180,1
TransitionBlock,2023-01-10 10:19:20.007,2023-01-10 10:20:40.007,1.33,,,[],,
2021aefx_22S02,2023-01-10 10:20:40.007,2023-01-10 10:25:00.007,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2023-01-10 10:25:00.007,2023-01-10 10:30:00.007,5.0,,,['filter:V to R'],,
C2021_S3_22S01,2023-01-10 10:30:20.010,2023-01-10 11:20:20.010,50.0,5h35m08.05s,-38d31m27.8s,{'filter': 'R'},20,30
TransitionBlock,2023-01-10 11:20:20.010,2023-01-10 11:22:00.010,1.67,,,[],,
C2021_Y1_22S01,2023-01-10 11:22:00.010,2023-01-10 12:12:00.010,50.0,3h24m00.58s,-6d33m23.5s,{'filter': 'R'},20,30
TransitionBlock,2023-01-10 12:12:00.010,2023-01-10 12:14:40.010,2.67,,,[],,
C2019_E3_22S01,2023-01-10 12:14:40.010,2023-01-10 12:56:40.010,42.0,6h27m21.24s,-76d34m17.2s,{'filter': 'R'},60,18
TransitionBlock,2023-01-10 12:56:40.010,2023-01-10 12:58:00.010,1.33,,,[],,
C2021_E3_22S01,2023-01-10 12:58:20.015,2023-01-10 13:48:20.015,50.0,8h12m17.17s,-40d41m23s,{'filter': 'R'},20,30
TransitionBlock,2023-01-10 13:48:20.015,2023-01-10 13:50:20.015,2.0,,,[],,
C2021_A9_22S01,2023-01-10 13:50:40.017,2023-01-10 13:54:00.017,3.33,8h31m58.41s,+14d06m35.3s,{'filter': 'R'},120,1
TransitionBlock,2023-01-10 13:54:00.017,2023-01-10 13:55:40.017,1.67,,,[],,
2022acwj_22S05,2023-01-10 13:55:40.017,2023-01-10 14:02:00.017,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-10 14:02:00.017,2023-01-10 14:02:20.017,0.33,,,[],,
C2021_G2_22S01,2023-01-10 14:02:40.018,2023-01-10 14:52:40.018,50.0,9h09m16.02s,-38d59m28.2s,{'filter': 'R'},20,30
TransitionBlock,2023-01-10 14:52:40.018,2023-01-10 14:54:40.018,2.0,,,[],,
C2021_C5_22S01,2023-01-10 14:55:00.020,2023-01-10 15:41:00.020,46.0,14h57m34.27s,-62d50m03.9s,{'filter': 'R'},30,25
TransitionBlock,2023-01-10 15:41:00.020,2023-01-10 15:43:20.020,2.33,,,[],,
A2019_U5_22S01,2023-01-10 15:43:40.021,2023-01-10 16:25:40.021,42.0,13h48m59.45s,+2d52m58.4s,{'filter': 'R'},60,18
TransitionBlock,2023-01-10 16:25:40.021,2023-01-10 16:27:00.021,1.33,,,[],,
Shapley_Skymapper_22S05,2023-01-10 16:27:20.023,2023-01-10 16:33:40.023,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
