target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
22P_22S01,2023-01-27 08:44:40.006,2023-01-27 08:48:00.006,3.33,1h20m49.75s,+3d38m22s,{'filter': 'R'},120,1
TransitionBlock,2023-01-27 08:48:00.006,2023-01-27 08:50:20.006,2.33,,,[],,
C2014_UN271_22S01,2023-01-27 08:50:20.006,2023-01-27 08:57:20.006,7.0,2h27m35.45s,-59d49m24.6s,{'filter': 'R'},60,3
TransitionBlock,2023-01-27 08:57:20.006,2023-01-27 08:58:40.006,1.33,,,[],,
C2022_F1_22S01,2023-01-27 08:58:40.006,2023-01-27 09:02:00.006,3.33,21h35m56.15s,-61d27m17s,{'filter': 'R'},120,1
TransitionBlock,2023-01-27 09:02:00.006,2023-01-27 09:04:00.006,2.0,,,[],,
2022aczs_22S05,2023-01-27 09:04:00.006,2023-01-27 09:10:20.006,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-27 09:10:20.006,2023-01-27 09:12:00.006,1.67,,,[],,
C2021_S3_22S01,2023-01-27 09:12:20.007,2023-01-27 10:02:20.007,50.0,5h23m48.12s,-37d44m29.1s,{'filter': 'R'},20,30
TransitionBlock,2023-01-27 10:02:20.007,2023-01-27 10:03:40.007,1.33,,,[],,
C2021_Y1_22S01,2023-01-27 10:03:40.007,2023-01-27 10:53:40.007,50.0,3h15m56.04s,-10d59m35.4s,{'filter': 'R'},20,30
TransitionBlock,2023-01-27 10:53:40.007,2023-01-27 10:58:40.007,5.0,,,['filter:R to V'],,
2022ydv_22S02,2023-01-27 10:58:40.007,2023-01-27 11:03:00.007,4.33,1h18m55.45466667s,-60d39m14.26s,{'filter': 'V'},180,1
TransitionBlock,2023-01-27 11:03:00.007,2023-01-27 11:03:20.007,0.33,,,[],,
2021aefx_22S02,2023-01-27 11:03:20.007,2023-01-27 11:07:40.007,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2023-01-27 11:07:40.007,2023-01-27 11:09:00.007,1.33,,,[],,
2022aczs_22S05,2023-01-27 11:09:00.007,2023-01-27 11:15:20.007,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-27 11:15:20.007,2023-01-27 11:21:00.007,5.67,,,['filter:V to R'],,
C2021_E3_22S01,2023-01-27 11:24:00.012,2023-01-27 12:14:00.012,50.0,7h35m45.03s,-35d44m21.6s,{'filter': 'R'},20,30
TransitionBlock,2023-01-27 12:14:00.012,2023-01-27 12:15:00.012,1.0,,,[],,
2022acwj_22S05,2023-01-27 12:21:40.014,2023-01-27 12:28:00.014,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-27 12:28:00.014,2023-01-27 12:29:40.014,1.67,,,[],,
C2021_A9_22S01,2023-01-27 12:30:00.014,2023-01-27 12:33:20.014,3.33,8h18m11.65s,+14d27m57.9s,{'filter': 'R'},120,1
TransitionBlock,2023-01-27 12:33:20.014,2023-01-27 12:38:00.014,4.67,,,['filter:R to V'],,
2022acwj_22S05,2023-01-27 12:41:00.015,2023-01-27 12:47:20.015,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-27 12:47:20.015,2023-01-27 12:50:40.015,3.33,,,['filter:V to R'],,
C2021_G2_22S01,2023-01-27 12:51:00.015,2023-01-27 13:41:00.015,50.0,9h03m11.37s,-39d28m14.8s,{'filter': 'R'},20,30
TransitionBlock,2023-01-27 13:41:00.015,2023-01-27 13:42:20.015,1.33,,,[],,
C2022_A3_22S01,2023-01-27 13:44:00.017,2023-01-27 14:30:00.017,46.0,9h53m57.15s,-2d44m10.8s,{'filter': 'R'},30,25
TransitionBlock,2023-01-27 14:30:00.017,2023-01-27 14:30:40.017,0.67,,,[],,
2022abdh_22S05,2023-01-27 14:30:40.017,2023-01-27 14:37:00.017,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-27 14:37:00.017,2023-01-27 14:38:20.017,1.33,,,[],,
2022aduk_22S05,2023-01-27 14:39:00.019,2023-01-27 14:45:20.019,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-27 14:45:20.019,2023-01-27 14:48:20.019,3.0,,,['filter:R to V'],,
2022aduk_22S05,2023-01-27 14:48:40.019,2023-01-27 14:55:00.019,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-27 14:55:00.019,2023-01-27 14:58:40.019,3.67,,,['filter:V to R'],,
2022adpu_22S05,2023-01-27 14:59:20.020,2023-01-27 15:05:40.020,6.33,11h36m47.883s,-8d35m16.46988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-27 15:05:40.020,2023-01-27 15:07:40.020,2.0,,,[],,
81P_22S01,2023-01-27 15:08:00.020,2023-01-27 15:16:20.020,8.33,15h39m43s,-16d35m52.2s,{'filter': 'R'},20,5
TransitionBlock,2023-01-27 15:16:20.020,2023-01-27 15:18:20.020,2.0,,,[],,
C2021_C5_22S01,2023-01-27 15:18:40.020,2023-01-27 16:04:40.020,46.0,15h47m07.73s,-66d48m46.6s,{'filter': 'R'},30,25
TransitionBlock,2023-01-27 16:04:40.020,2023-01-27 16:07:20.020,2.67,,,[],,
A2019_U5_22S01,2023-01-27 16:07:40.022,2023-01-27 16:49:40.022,42.0,13h39m36.86s,+1d38m02.1s,{'filter': 'R'},60,18
TransitionBlock,2023-01-27 16:49:40.022,2023-01-27 16:51:00.022,1.33,,,[],,
