target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2022ucj_22S02,2022-12-07 11:08:40.009,2022-12-07 11:13:00.009,4.33,0h18m03.41s,-16d18m21.9s,{'filter': 'V'},180,1
TransitionBlock,2022-12-07 11:13:00.009,2022-12-07 11:13:20.009,0.33,,,[],,
2022udc_22S02,2022-12-07 11:13:20.009,2022-12-07 11:17:40.009,4.33,0h17m35.41133333s,-10d18m30.38s,{'filter': 'V'},180,1
TransitionBlock,2022-12-07 11:17:40.009,2022-12-07 11:18:00.009,0.33,,,[],,
2022ssk_22S02,2022-12-07 11:18:00.009,2022-12-07 11:22:20.009,4.33,0h09m57.90333333s,-5d50m54.29s,{'filter': 'V'},180,1
TransitionBlock,2022-12-07 11:22:20.009,2022-12-07 11:24:20.009,2.0,,,[],,
2022ydv_22S02,2022-12-07 11:24:20.009,2022-12-07 11:28:40.009,4.33,1h18m55.45466667s,-60d39m14.26s,{'filter': 'V'},180,1
TransitionBlock,2022-12-07 11:28:40.009,2022-12-07 11:30:00.009,1.33,,,[],,
2022ydu_22S02,2022-12-07 11:30:00.009,2022-12-07 11:34:20.009,4.33,0h43m09.39133333s,-24d27m04.27s,{'filter': 'V'},180,1
TransitionBlock,2022-12-07 11:34:20.009,2022-12-07 11:39:40.009,5.33,,,['filter:V to R'],,
C2021_Y1_22S01,2022-12-07 11:40:00.012,2022-12-07 11:48:20.012,8.33,4h09m39.36s,+8d40m31s,{'filter': 'R'},20,5
TransitionBlock,2022-12-07 11:48:20.012,2022-12-07 11:53:20.012,5.0,,,['filter:R to V'],,
2022tiv_22S02,2022-12-07 11:53:20.012,2022-12-07 11:57:40.012,4.33,1h25m35.83s,-22d44m07.39s,{'filter': 'V'},180,1
TransitionBlock,2022-12-07 11:57:40.012,2022-12-07 11:58:40.012,1.0,,,[],,
2022wbc_22S02,2022-12-07 11:58:40.012,2022-12-07 12:03:00.012,4.33,1h28m31.91933333s,+7d08m07.43s,{'filter': 'V'},180,1
TransitionBlock,2022-12-07 12:03:00.012,2022-12-07 12:05:20.012,2.33,,,[],,
2021aefx_22S02,2022-12-07 12:05:20.012,2022-12-07 12:09:40.012,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2022-12-07 12:09:40.012,2022-12-07 12:11:20.012,1.67,,,[],,
2022xkq_22S02,2022-12-07 12:11:20.012,2022-12-07 12:15:40.012,4.33,0h20m21.58133333s,-11d52m56.19s,{'filter': 'V'},180,1
TransitionBlock,2022-12-07 12:15:40.012,2022-12-07 12:22:40.012,7.0,,,['filter:V to R'],,
C2021_G2_22S01,2022-12-07 12:24:00.014,2022-12-07 13:10:00.014,46.0,9h14m51.99s,-36d15m39.7s,{'filter': 'R'},30,25
TransitionBlock,2022-12-07 13:10:00.014,2022-12-07 13:11:20.014,1.33,,,[],,
C2021_S3_22S01,2022-12-07 13:11:40.016,2022-12-07 14:01:40.016,50.0,6h02m42.3s,-37d07m52.6s,{'filter': 'R'},20,30
TransitionBlock,2022-12-07 14:01:40.016,2022-12-07 14:03:20.016,1.67,,,[],,
2022yxp_22S05,2022-12-07 14:03:20.016,2022-12-07 14:09:40.016,6.33,4h56m05.623992s,+1d49m06.89988s,{'filter': 'R'},300,1
TransitionBlock,2022-12-07 14:09:40.016,2022-12-07 14:14:20.016,4.67,,,['filter:R to V'],,
2022yjy_22S05,2022-12-07 14:17:40.018,2022-12-07 14:24:00.018,6.33,7h41m40.863s,+8d59m54.83004s,{'filter': 'V'},300,1
TransitionBlock,2022-12-07 14:24:00.018,2022-12-07 14:29:00.018,5.0,,,['filter:V to R'],,
C2021_E3_22S01,2022-12-07 14:29:20.019,2022-12-07 15:19:20.019,50.0,9h30m35.29s,-43d54m50.2s,{'filter': 'R'},20,30
TransitionBlock,2022-12-07 15:19:20.019,2022-12-07 15:20:40.019,1.33,,,[],,
C2021_C5_22S01,2022-12-07 15:21:00.021,2022-12-07 16:07:00.021,46.0,13h32m50.58s,-52d58m51.6s,{'filter': 'R'},30,25
TransitionBlock,2022-12-07 16:07:00.021,2022-12-07 16:10:00.021,3.0,,,[],,
C2021_A9_22S01,2022-12-07 16:10:20.022,2022-12-07 16:13:40.022,3.33,8h56m18.16s,+13d37m07.8s,{'filter': 'R'},120,1
