target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2022jzx_22S05,2022-12-07 08:45:40.006,2022-12-07 08:52:00.006,6.33,1h02m09.856992s,-4d14m06.54s,{'filter': 'R'},300,1
TransitionBlock,2022-12-07 08:52:00.006,2022-12-07 08:52:20.006,0.33,,,[],,
22P_22S01,2022-12-07 08:52:20.006,2022-12-07 09:34:20.006,42.0,0h47m50.49s,-1d21m13.9s,{'filter': 'R'},60,18
TransitionBlock,2022-12-07 09:34:20.006,2022-12-07 09:35:20.006,1.0,,,[],,
395P_22S01,2022-12-07 09:35:20.006,2022-12-07 09:38:40.006,3.33,23h05m28.06s,-3d15m43.3s,{'filter': 'R'},120,1
TransitionBlock,2022-12-07 09:38:40.006,2022-12-07 09:40:00.006,1.33,,,[],,
73P-JD001_22S01,2022-12-07 09:40:00.006,2022-12-07 09:47:20.006,7.33,21h36m16.31s,-24d41m37.2s,{'filter': 'R'},30,4
TransitionBlock,2022-12-07 09:47:20.006,2022-12-07 09:47:40.006,0.33,,,[],,
73P-BU_22S01,2022-12-07 09:47:40.006,2022-12-07 09:51:00.006,3.33,22h16m46.65s,-21d50m37.9s,{'filter': 'R'},120,1
TransitionBlock,2022-12-07 09:51:00.006,2022-12-07 09:51:20.006,0.33,,,[],,
73P-BV_22S01,2022-12-07 09:51:20.006,2022-12-07 09:54:40.006,3.33,22h08m22.92s,-22d36m14.4s,{'filter': 'R'},120,1
TransitionBlock,2022-12-07 09:54:40.006,2022-12-07 09:56:20.006,1.67,,,[],,
382P_22S01,2022-12-07 09:56:20.006,2022-12-07 09:59:40.006,3.33,0h33m50.07s,-0d43m21.6s,{'filter': 'R'},120,1
TransitionBlock,2022-12-07 09:59:40.006,2022-12-07 10:01:40.006,2.0,,,[],,
C2022_R6_22S01,2022-12-07 10:01:40.006,2022-12-07 10:05:00.006,3.33,3h19m25.53s,-42d59m19.3s,{'filter': 'R'},120,1
TransitionBlock,2022-12-07 10:05:00.006,2022-12-07 10:05:40.006,0.67,,,[],,
C2014_UN271_22S01,2022-12-07 10:06:00.009,2022-12-07 10:13:00.009,7.0,2h35m15.46s,-61d21m59.6s,{'filter': 'R'},60,3
TransitionBlock,2022-12-07 10:13:00.009,2022-12-07 10:15:00.009,2.0,,,[],,
C2021_T4_22S01,2022-12-07 10:15:00.009,2022-12-07 11:05:00.009,50.0,1h07m32.84s,-12d39m22.2s,{'filter': 'R'},20,30
TransitionBlock,2022-12-07 11:05:00.009,2022-12-07 11:08:40.009,3.67,,,['filter:R to V'],,
