target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2022yxp_22S02,2022-11-29 10:36:00.008,2022-11-29 10:40:20.008,4.33,0h19m44.37466667s,+1d49m06.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-29 10:40:20.008,2022-11-29 10:41:20.008,1.0,,,[],,
2022xxu_22S02,2022-11-29 10:41:20.008,2022-11-29 10:45:40.008,4.33,1h23m44.00733333s,+17d48m13.52s,{'filter': 'V'},180,1
TransitionBlock,2022-11-29 10:45:40.008,2022-11-29 10:47:20.008,1.67,,,[],,
2022ydu_22S02,2022-11-29 10:47:20.008,2022-11-29 10:51:40.008,4.33,0h43m09.39133333s,-24d27m04.27s,{'filter': 'V'},180,1
TransitionBlock,2022-11-29 10:51:40.008,2022-11-29 10:52:40.008,1.0,,,[],,
2022xbu_22S02,2022-11-29 10:52:40.008,2022-11-29 10:57:00.008,4.33,1h25m19.71333333s,-6d26m14.96s,{'filter': 'V'},180,1
TransitionBlock,2022-11-29 10:57:00.008,2022-11-29 11:02:00.008,5.0,,,['filter:V to R'],,
C2014_UN271_22S01,2022-11-29 11:02:00.008,2022-11-29 11:05:20.008,3.33,2h37m31.85s,-61d26m32.4s,{'filter': 'R'},120,1
TransitionBlock,2022-11-29 11:05:20.008,2022-11-29 11:06:00.008,0.67,,,[],,
C2022_R6_22S01,2022-11-29 11:11:00.011,2022-11-29 11:14:20.011,3.33,3h21m48.21s,-43d06m24.2s,{'filter': 'R'},120,1
TransitionBlock,2022-11-29 11:14:20.011,2022-11-29 11:15:20.011,1.0,,,[],,
2022_QE78_22S01,2022-11-29 11:15:40.012,2022-11-29 11:57:40.012,42.0,3h30m35.89s,-21d31m07.4s,{'filter': 'R'},60,18
TransitionBlock,2022-11-29 11:57:40.012,2022-11-29 12:00:20.012,2.67,,,[],,
C2022_F1_22S01,2022-11-29 12:00:20.012,2022-11-29 12:37:00.012,36.67,19h56m57.72s,-69d57m35.3s,{'filter': 'R'},120,11
TransitionBlock,2022-11-29 12:37:00.012,2022-11-29 12:39:20.012,2.33,,,[],,
C2019_F1_22S01,2022-11-29 12:39:20.012,2022-11-29 13:25:20.012,46.0,1h19m30.47s,-23d12m25.2s,{'filter': 'R'},30,25
TransitionBlock,2022-11-29 13:25:20.012,2022-11-29 13:27:20.012,2.0,,,[],,
C2021_Y1_22S01,2022-11-29 13:27:20.012,2022-11-29 13:35:40.012,8.33,4h21m33.79s,+12d16m46s,{'filter': 'R'},20,5
TransitionBlock,2022-11-29 13:35:40.012,2022-11-29 13:36:20.012,0.67,,,[],,
2022yxp_22S05,2022-11-29 13:36:20.012,2022-11-29 13:42:40.012,6.33,4h56m05.623992s,+1d49m06.89988s,{'filter': 'R'},300,1
TransitionBlock,2022-11-29 13:42:40.012,2022-11-29 13:44:20.012,1.67,,,[],,
2022yjy_22S05,2022-11-29 13:49:20.017,2022-11-29 13:55:40.017,6.33,7h41m40.863s,+8d59m54.83004s,{'filter': 'R'},300,1
TransitionBlock,2022-11-29 13:55:40.017,2022-11-29 13:58:40.017,3.0,,,[],,
C2019_E3_22S01,2022-11-29 13:59:00.018,2022-11-29 14:41:00.018,42.0,7h50m11.19s,-74d29m08.2s,{'filter': 'R'},60,18
TransitionBlock,2022-11-29 14:41:00.018,2022-11-29 14:43:00.018,2.0,,,[],,
C2022_E2_22S01,2022-11-29 14:43:20.019,2022-11-29 15:29:20.019,46.0,10h33m47.96s,-19d46m40.2s,{'filter': 'R'},30,25
TransitionBlock,2022-11-29 15:29:20.019,2022-11-29 15:30:20.019,1.0,,,[],,
157P_22S01,2022-11-29 15:30:40.021,2022-11-29 16:16:40.021,46.0,10h47m18.24s,+2d11m45.1s,{'filter': 'R'},30,25
