target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
TransitionBlock,2023-01-03 11:09:00.009,2023-01-03 11:13:00.009,4.0,,,['filter:R to V'],,
2022abid_22S05,2023-01-03 11:13:00.009,2023-01-03 11:19:20.009,6.33,2h07m19.492992s,-25d26m26.36988s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 11:19:20.009,2023-01-03 11:22:20.009,3.0,,,['filter:V to R'],,
2022abid_22S05,2023-01-03 11:22:20.009,2023-01-03 11:28:40.009,6.33,2h07m19.492992s,-25d26m26.36988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 11:28:40.009,2023-01-03 11:32:20.009,3.67,,,['filter:R to V'],,
2022abgg_22S05,2023-01-03 11:32:20.009,2023-01-03 11:38:40.009,6.33,2h23m00.889992s,-9d11m49.08984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 11:38:40.009,2023-01-03 11:40:00.009,1.33,,,[],,
2022aecb_22S05,2023-01-03 11:40:00.009,2023-01-03 11:46:20.009,6.33,4h59m02.254008s,-0d26m31.04988s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 11:46:20.009,2023-01-03 11:49:20.009,3.0,,,['filter:V to R'],,
2022aecb_22S05,2023-01-03 11:49:20.009,2023-01-03 11:55:40.009,6.33,4h59m02.254008s,-0d26m31.04988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 11:55:40.009,2023-01-03 12:00:20.009,4.67,,,['filter:R to V'],,
2022aczs_22S05,2023-01-03 12:00:20.009,2023-01-03 12:06:40.009,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 12:06:40.009,2023-01-03 12:09:40.009,3.0,,,['filter:V to R'],,
2022aczs_22S05,2023-01-03 12:09:40.009,2023-01-03 12:16:00.009,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 12:16:00.009,2023-01-03 12:20:40.009,4.67,,,['filter:R to V'],,
2022acyd_22S05,2023-01-03 12:20:40.009,2023-01-03 12:27:00.009,6.33,4h01m11.361s,+5d32m54.75012s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 12:27:00.009,2023-01-03 12:30:00.009,3.0,,,['filter:V to R'],,
2022acyd_22S05,2023-01-03 12:30:00.009,2023-01-03 12:36:20.009,6.33,4h01m11.361s,+5d32m54.75012s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 12:36:20.009,2023-01-03 12:41:00.009,4.67,,,['filter:R to V'],,
2022adyj_22S05,2023-01-03 12:43:40.015,2023-01-03 12:50:00.015,6.33,6h58m36.820008s,+12d40m08.45004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 12:50:00.015,2023-01-03 12:53:00.015,3.0,,,['filter:V to R'],,
2022adyj_22S05,2023-01-03 12:53:00.015,2023-01-03 12:59:20.015,6.33,6h58m36.820008s,+12d40m08.45004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 12:59:20.015,2023-01-03 13:02:40.015,3.33,,,['filter:R to V'],,
2022aajn_22S05,2023-01-03 13:02:40.015,2023-01-03 13:09:00.015,6.33,7h08m15.559008s,+21d04m21.42984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 13:09:00.015,2023-01-03 13:12:00.015,3.0,,,['filter:V to R'],,
2022aajn_22S05,2023-01-03 13:12:00.015,2023-01-03 13:18:20.015,6.33,7h08m15.559008s,+21d04m21.42984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 13:18:20.015,2023-01-03 13:23:20.015,5.0,,,['filter:R to V'],,
2022advr_22S05,2023-01-03 13:46:00.017,2023-01-03 13:52:20.017,6.33,10h22m48.991992s,+3d45m18.86004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 13:52:20.017,2023-01-03 13:54:00.017,1.67,,,[],,
2022acwj_22S05,2023-01-03 13:54:20.017,2023-01-03 14:00:40.017,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 14:00:40.017,2023-01-03 14:01:40.017,1.0,,,[],,
2022aduk_22S05,2023-01-03 14:02:00.018,2023-01-03 14:08:20.018,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 14:08:20.018,2023-01-03 14:12:40.018,4.33,,,['filter:V to R'],,
2022abdh_22S05,2023-01-03 14:13:00.018,2023-01-03 14:19:20.018,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 14:19:20.018,2023-01-03 14:23:00.018,3.67,,,['filter:R to V'],,
2022aebw_22S05,2023-01-03 14:23:20.018,2023-01-03 14:29:40.018,6.33,8h38m46.707s,+5d16m47.38008s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 14:29:40.018,2023-01-03 14:32:40.018,3.0,,,['filter:V to R'],,
2022aebw_22S05,2023-01-03 14:32:40.018,2023-01-03 14:39:00.018,6.33,8h38m46.707s,+5d16m47.38008s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 14:39:00.018,2023-01-03 14:42:40.018,3.67,,,['filter:R to V'],,
2022abdh_22S05,2023-01-03 14:42:40.018,2023-01-03 14:49:00.018,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 14:49:00.018,2023-01-03 14:53:00.018,4.0,,,['filter:V to R'],,
2022acwj_22S05,2023-01-03 14:58:40.020,2023-01-03 15:05:00.020,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 15:05:00.020,2023-01-03 15:06:00.020,1.0,,,[],,
2022aduk_22S05,2023-01-03 15:08:40.020,2023-01-03 15:15:00.020,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 15:15:00.020,2023-01-03 15:15:40.020,0.67,,,[],,
2022adpu_22S05,2023-01-03 15:16:00.020,2023-01-03 15:22:20.020,6.33,11h36m47.883s,-8d35m16.46988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 15:22:20.020,2023-01-03 15:26:40.020,4.33,,,['filter:R to V'],,
2022aecr_22S05,2023-01-03 15:27:00.021,2023-01-03 15:33:20.021,6.33,9h42m41.361s,+9d54m29.98008s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 15:33:20.021,2023-01-03 15:36:20.021,3.0,,,['filter:V to R'],,
2022aecr_22S05,2023-01-03 15:36:20.021,2023-01-03 15:42:40.021,6.33,9h42m41.361s,+9d54m29.98008s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 15:42:40.021,2023-01-03 15:47:00.021,4.33,,,['filter:R to V'],,
2022adpu_22S05,2023-01-03 15:47:20.022,2023-01-03 15:53:40.022,6.33,11h36m47.883s,-8d35m16.46988s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 15:53:40.022,2023-01-03 15:55:00.022,1.33,,,[],,
Shapley_Skymapper_22S05,2023-01-03 15:55:20.022,2023-01-03 16:01:40.022,6.33,13h32m00s,-31d30m00s,{'filter': 'V'},300,1
TransitionBlock,2023-01-03 16:01:40.022,2023-01-03 16:06:40.022,5.0,,,['filter:V to R'],,
2022advr_22S05,2023-01-03 16:07:00.022,2023-01-03 16:13:20.022,6.33,10h22m48.991992s,+3d45m18.86004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-03 16:13:20.022,2023-01-03 16:15:20.022,2.0,,,[],,
Shapley_Skymapper_22S05,2023-01-03 16:19:20.023,2023-01-03 16:25:40.023,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
