target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2060_2022S-01,2022-11-24 11:17:20.008,2022-11-24 11:27:20.008,10.0,0h41m11.97s,+6d27m36.8s,{'filter': 'R'},120,3
TransitionBlock,2022-11-24 11:27:20.008,2022-11-24 11:29:20.008,2.0,,,[],,
C2020_T2_2022S-01,2022-11-24 11:29:20.008,2022-11-24 11:35:40.008,6.33,22h37m11.46s,-37d56m30.1s,{'filter': 'R'},300,1
TransitionBlock,2022-11-24 11:35:40.008,2022-11-24 11:37:40.008,2.0,,,[],,
C2022_R6_2022S-01,2022-11-24 11:39:40.012,2022-11-24 11:49:40.012,10.0,3h23m35.49s,-43d08m06.4s,{'filter': 'R'},120,3
TransitionBlock,2022-11-24 11:49:40.012,2022-11-24 11:50:40.012,1.0,,,[],,
2022_QE78_2022S-01,2022-11-24 11:51:00.013,2022-11-24 12:05:00.013,14.0,3h32m16.73s,-21d33m36.6s,{'filter': 'R'},60,6
TransitionBlock,2022-11-24 12:05:00.013,2022-11-24 12:06:00.013,1.0,,,[],,
7P_2022S-01,2022-11-24 12:09:40.014,2022-11-24 12:16:00.014,6.33,3h47m03.44s,+1d43m26.9s,{'filter': 'R'},300,1
TransitionBlock,2022-11-24 12:16:00.014,2022-11-24 12:16:40.014,0.67,,,[],,
2022aanf_2022S-05,2022-11-24 12:22:00.014,2022-11-24 12:28:20.014,6.33,4h09m09.625008s,+17d06m59.05008s,{'filter': 'R'},300,1
TransitionBlock,2022-11-24 12:28:20.014,2022-11-24 12:31:20.014,3.0,,,['filter:R to V'],,
2022aanf_2022S-05,2022-11-24 12:31:40.014,2022-11-24 12:38:00.014,6.33,4h09m09.625008s,+17d06m59.05008s,{'filter': 'V'},300,1
TransitionBlock,2022-11-24 12:38:00.014,2022-11-24 12:41:20.014,3.33,,,['filter:V to R'],,
C2021_Y1_2022S-01,2022-11-24 12:47:20.015,2022-11-24 13:04:00.015,16.67,4h29m55.35s,+14d46m43.1s,{'filter': 'R'},20,10
TransitionBlock,2022-11-24 13:04:00.015,2022-11-24 13:06:20.015,2.33,,,[],,
C2019_F1_2022S-01,2022-11-24 13:06:20.015,2022-11-24 13:21:00.015,14.67,1h21m34.77s,-23d47m15.6s,{'filter': 'R'},30,8
TransitionBlock,2022-11-24 13:21:00.015,2022-11-24 13:22:20.015,1.33,,,[],,
P2021_R1_2022S-01,2022-11-24 13:22:20.015,2022-11-24 13:28:40.015,6.33,2h17m08.51s,+6d51m46.8s,{'filter': 'R'},300,1
TransitionBlock,2022-11-24 13:28:40.015,2022-11-24 13:33:00.015,4.33,,,['filter:R to V'],,
2022xhd_2022S-05,2022-11-24 13:33:00.015,2022-11-24 13:39:20.015,6.33,3h39m32.199s,-17d39m51.78996s,{'filter': 'V'},300,1
TransitionBlock,2022-11-24 13:39:20.015,2022-11-24 13:42:20.015,3.0,,,['filter:V to R'],,
2022xhd_2022S-05,2022-11-24 13:42:20.015,2022-11-24 13:48:40.015,6.33,3h39m32.199s,-17d39m51.78996s,{'filter': 'R'},300,1
TransitionBlock,2022-11-24 13:48:40.015,2022-11-24 13:49:20.015,0.67,,,[],,
2022xix_2022S-05,2022-11-24 13:49:20.015,2022-11-24 13:55:40.015,6.33,4h15m07.435008s,-0d55m59.73996s,{'filter': 'R'},300,1
TransitionBlock,2022-11-24 13:55:40.015,2022-11-24 13:58:40.015,3.0,,,[],,
C2021_E3_2022S-01,2022-11-24 14:03:40.018,2022-11-24 14:20:20.018,16.67,9h49m10.44s,-43d17m23.6s,{'filter': 'R'},20,10
TransitionBlock,2022-11-24 14:20:20.018,2022-11-24 14:22:00.018,1.67,,,[],,
2022aaiw_2022S-05,2022-11-24 14:22:20.018,2022-11-24 14:28:40.018,6.33,6h10m11.170992s,-27d35m53.17008s,{'filter': 'R'},300,1
TransitionBlock,2022-11-24 14:28:40.018,2022-11-24 14:31:40.018,3.0,,,['filter:R to V'],,
2022aaiw_2022S-05,2022-11-24 14:32:00.019,2022-11-24 14:38:20.019,6.33,6h10m11.170992s,-27d35m53.17008s,{'filter': 'V'},300,1
TransitionBlock,2022-11-24 14:38:20.019,2022-11-24 14:41:40.019,3.33,,,['filter:V to R'],,
C2021_S3_2022S-01,2022-11-24 14:41:40.019,2022-11-24 14:58:20.019,16.67,6h10m26.8s,-35d44m55.1s,{'filter': 'R'},20,10
TransitionBlock,2022-11-24 14:58:20.019,2022-11-24 15:00:20.019,2.0,,,[],,
C2019_L3_2022S-01,2022-11-24 15:06:00.020,2022-11-24 15:22:40.020,16.67,9h59m22.36s,-23d15m13.1s,{'filter': 'R'},20,10
TransitionBlock,2022-11-24 15:22:40.020,2022-11-24 15:24:40.020,2.0,,,[],,
C2019_E3_2022S-01,2022-11-24 15:25:00.021,2022-11-24 15:39:00.021,14.0,7h56m45.02s,-73d58m37.9s,{'filter': 'R'},60,6
TransitionBlock,2022-11-24 15:39:00.021,2022-11-24 15:41:00.021,2.0,,,[],,
C2022_E2_2022S-01,2022-11-24 15:41:20.021,2022-11-24 15:56:00.021,14.67,10h34m16.31s,-19d38m36.8s,{'filter': 'R'},30,8
TransitionBlock,2022-11-24 15:56:00.021,2022-11-24 15:57:00.021,1.0,,,[],,
C2021_G2_2022S-01,2022-11-24 15:57:20.022,2022-11-24 16:12:00.022,14.67,9h13m51.76s,-34d57m55.1s,{'filter': 'R'},30,8
TransitionBlock,2022-11-24 16:12:00.022,2022-11-24 16:13:20.022,1.33,,,[],,
97P_2022S-01,2022-11-24 16:13:40.022,2022-11-24 16:20:00.022,6.33,9h18m26.85s,-2d25m13.6s,{'filter': 'R'},300,1
