target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
81P_22S01,2023-11-14 08:14:40.005,2023-11-14 08:18:00.005,3.33,18h41m12.72s,-22d01m05.8s,{'filter': 'R'},120,1
TransitionBlock,2023-11-14 08:18:00.005,2023-11-14 08:19:40.005,1.67,,,[],,
C2022_F1_22S01,2023-11-14 08:19:40.005,2023-11-14 08:23:00.005,3.33,22h10m07.21s,-47d45m07.7s,{'filter': 'R'},120,1
TransitionBlock,2023-11-14 08:23:00.005,2023-11-14 08:24:00.005,1.0,,,[],,
73P-JD001_22S01,2023-11-14 08:24:00.005,2023-11-14 08:31:20.005,7.33,20h41m15.37s,-34d42m00.7s,{'filter': 'R'},30,4
TransitionBlock,2023-11-14 08:31:20.005,2023-11-14 08:32:00.005,0.67,,,[],,
C2021_C5_22S01,2023-11-14 08:32:00.005,2023-11-14 09:08:40.005,36.67,19h35m33.29s,-44d51m51.2s,{'filter': 'R'},120,11
TransitionBlock,2023-11-14 09:08:40.005,2023-11-14 09:12:00.005,3.33,,,[],,
C2019_F1_22S01,2023-11-14 09:14:20.007,2023-11-14 09:51:00.007,36.67,2h01m26.68s,-0d17m07.5s,{'filter': 'R'},120,11
TransitionBlock,2023-11-14 09:51:00.007,2023-11-14 09:55:00.007,4.0,,,['filter:R to V'],,
2022hrs_22S02,2023-11-14 09:55:20.009,2023-11-14 09:59:40.009,4.33,0h50m54.289s,+11d34m35.87s,{'filter': 'V'},180,1
TransitionBlock,2023-11-14 09:59:40.009,2023-11-14 10:03:00.009,3.33,,,['filter:V to R'],,
2060_22S01,2023-11-14 10:03:00.009,2023-11-14 10:06:20.009,3.33,0h56m23s,+7d36m59.6s,{'filter': 'R'},120,1
TransitionBlock,2023-11-14 10:06:20.009,2023-11-14 10:11:40.009,5.33,,,['filter:R to V'],,
2021aefx_22S02,2023-11-14 10:11:40.009,2023-11-14 10:16:00.009,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2023-11-14 10:16:00.009,2023-11-14 10:18:00.009,2.0,,,[],,
2022ihz_22S02,2023-11-14 10:18:00.009,2023-11-14 10:22:20.009,4.33,0h38m51.21533333s,-3d36m25.46s,{'filter': 'V'},180,1
TransitionBlock,2023-11-14 10:22:20.009,2023-11-14 10:28:00.009,5.67,,,['filter:V to R'],,
C2019_E3_22S01,2023-11-14 10:32:40.010,2023-11-14 11:14:40.010,42.0,4h12m50.94s,-77d25m05s,{'filter': 'R'},60,18
TransitionBlock,2023-11-14 11:14:40.010,2023-11-14 11:16:40.010,2.0,,,[],,
C2022_S4_22S01,2023-11-14 11:17:00.012,2023-11-14 12:03:00.012,46.0,2h33m46.08s,-22d28m59.3s,{'filter': 'R'},30,25
TransitionBlock,2023-11-14 12:03:00.012,2023-11-14 12:04:40.012,1.67,,,[],,
C2014_UN271_22S01,2023-11-14 12:15:00.014,2023-11-14 12:22:00.014,7.0,3h13m10.7s,-65d59m03.5s,{'filter': 'R'},60,3
TransitionBlock,2023-11-14 12:22:00.014,2023-11-14 12:27:20.014,5.33,,,['filter:R to V'],,
2022xbu_22S02,2023-11-14 12:27:20.014,2023-11-14 12:31:40.014,4.33,1h25m19.71333333s,-6d26m14.96s,{'filter': 'V'},180,1
TransitionBlock,2023-11-14 12:31:40.014,2023-11-14 12:37:00.014,5.33,,,['filter:V to R'],,
C2022_R6_22S01,2023-11-14 12:37:20.015,2023-11-14 13:19:20.015,42.0,5h10m18.83s,-40d39m14s,{'filter': 'R'},60,18
TransitionBlock,2023-11-14 13:19:20.015,2023-11-14 13:20:20.015,1.0,,,[],,
2022_QE78_22S01,2023-11-14 13:20:40.016,2023-11-14 14:06:40.016,46.0,4h51m52.7s,-12d44m11.9s,{'filter': 'R'},30,25
TransitionBlock,2023-11-14 14:06:40.016,2023-11-14 14:08:20.016,1.67,,,[],,
C2022_E3_22S01,2023-11-14 14:08:40.018,2023-11-14 14:54:40.018,46.0,5h26m49.84s,-61d08m33.8s,{'filter': 'R'},30,25
TransitionBlock,2023-11-14 14:54:40.018,2023-11-14 14:57:00.018,2.33,,,[],,
285P_22S01,2023-11-14 15:00:00.020,2023-11-14 15:42:00.020,42.0,8h11m48.78s,-8d29m03.7s,{'filter': 'R'},60,18
TransitionBlock,2023-11-14 15:42:00.020,2023-11-14 15:43:40.020,1.67,,,[],,
C2022_A3_22S01,2023-11-14 15:44:00.021,2023-11-14 16:30:00.021,46.0,9h41m15.19s,-50d57m38.5s,{'filter': 'R'},30,25
