target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_E3_22S01,2023-02-23 08:05:20.005,2023-02-23 08:55:20.005,50.0,4h38m11.63s,+5d25m01.6s,{'filter': 'R'},20,30
TransitionBlock,2023-02-23 08:55:20.005,2023-02-23 08:56:20.005,1.0,,,[],,
C2021_Y1_22S01,2023-02-23 08:56:20.005,2023-02-23 09:46:20.005,50.0,3h21m13.78s,-15d43m15.2s,{'filter': 'R'},20,30
TransitionBlock,2023-02-23 09:46:20.005,2023-02-23 09:47:40.005,1.33,,,[],,
C2021_S3_22S01,2023-02-23 09:47:40.005,2023-02-23 09:56:00.005,8.33,5h13m33.26s,-34d50m49.7s,{'filter': 'R'},20,5
TransitionBlock,2023-02-23 09:56:00.005,2023-02-23 09:57:00.005,1.0,,,[],,
C2022_R6_22S01,2023-02-23 09:57:00.005,2023-02-23 10:00:20.005,3.33,3h17m26.39s,-37d26m53.9s,{'filter': 'R'},120,1
TransitionBlock,2023-02-23 10:00:20.005,2023-02-23 10:02:40.005,2.33,,,[],,
C2021_G2_22S01,2023-02-23 10:04:00.009,2023-02-23 10:54:00.009,50.0,8h51m39.9s,-38d47m33.2s,{'filter': 'R'},20,30
TransitionBlock,2023-02-23 10:54:00.009,2023-02-23 10:55:20.009,1.33,,,[],,
C2022_A3_22S01,2023-02-23 10:55:40.011,2023-02-23 11:41:40.011,46.0,9h16m09.97s,-5d29m21.8s,{'filter': 'R'},30,25
TransitionBlock,2023-02-23 11:41:40.011,2023-02-23 11:42:20.011,0.67,,,[],,
C2022_E2_22S01,2023-02-23 11:42:40.013,2023-02-23 12:32:40.013,50.0,9h40m47.96s,-16d00m55.9s,{'filter': 'R'},20,30
TransitionBlock,2023-02-23 12:32:40.013,2023-02-23 12:35:40.013,3.0,,,[],,
C2014_UN271_22S01,2023-02-23 12:35:40.013,2023-02-23 12:42:40.013,7.0,2h30m56.97s,-58d42m39.1s,{'filter': 'R'},60,3
TransitionBlock,2023-02-23 12:42:40.013,2023-02-23 12:43:40.013,1.0,,,[],,
C2019_E3_22S01,2023-02-23 12:43:40.013,2023-02-23 13:25:40.013,42.0,5h12m19.38s,-74d04m12.5s,{'filter': 'R'},60,18
TransitionBlock,2023-02-23 13:25:40.013,2023-02-23 13:27:20.013,1.67,,,[],,
C2019_L3_22S01,2023-02-23 13:27:20.013,2023-02-23 14:17:20.013,50.0,9h21m12.49s,-35d14m48.8s,{'filter': 'R'},20,30
TransitionBlock,2023-02-23 14:17:20.013,2023-02-23 14:19:40.013,2.33,,,[],,
C2021_C5_22S01,2023-02-23 14:22:00.018,2023-02-23 15:08:00.018,46.0,17h27m40.54s,-71d53m18.6s,{'filter': 'R'},30,25
TransitionBlock,2023-02-23 15:08:00.018,2023-02-23 15:11:00.018,3.0,,,[],,
A2019_U5_22S01,2023-02-23 15:11:20.020,2023-02-23 15:53:20.020,42.0,13h05m47.69s,-0d02m10.5s,{'filter': 'R'},60,18
TransitionBlock,2023-02-23 15:53:20.020,2023-02-23 15:57:00.020,3.67,,,[],,
C2021_P4_22S01,2023-02-23 16:35:20.023,2023-02-23 17:21:20.023,46.0,21h23m10.78s,-62d42m31.7s,{'filter': 'R'},30,25
TransitionBlock,2023-02-23 17:21:20.023,2023-02-23 17:23:40.023,2.33,,,[],,
81P_22S01,2023-02-23 17:24:00.025,2023-02-23 17:32:20.025,8.33,16h43m32.96s,-18d41m55.7s,{'filter': 'R'},20,5
TransitionBlock,2023-02-23 17:32:20.025,2023-02-23 17:35:00.025,2.67,,,[],,
C2022_F1_22S01,2023-02-23 17:35:20.025,2023-02-23 17:38:40.025,3.33,22h13m46.72s,-58d07m55.2s,{'filter': 'R'},120,1
