target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
22P_22S01,2023-01-25 08:46:40.006,2023-01-25 08:50:00.006,3.33,1h18m58.19s,+3d24m22.4s,{'filter': 'R'},120,1
TransitionBlock,2023-01-25 08:50:00.006,2023-01-25 08:52:20.006,2.33,,,[],,
C2014_UN271_22S01,2023-01-25 08:52:20.006,2023-01-25 08:59:20.006,7.0,2h27m33.08s,-59d54m14s,{'filter': 'R'},60,3
TransitionBlock,2023-01-25 08:59:20.006,2023-01-25 09:01:00.006,1.67,,,[],,
C2021_P4_22S01,2023-01-25 09:01:00.006,2023-01-25 09:08:20.006,7.33,19h48m56.94s,-64d36m44.3s,{'filter': 'R'},30,4
TransitionBlock,2023-01-25 09:08:20.006,2023-01-25 09:09:00.006,0.67,,,[],,
C2022_F1_22S01,2023-01-25 09:09:00.006,2023-01-25 09:12:20.006,3.33,21h32m58.69s,-61d43m10.6s,{'filter': 'R'},120,1
TransitionBlock,2023-01-25 09:12:20.006,2023-01-25 09:14:20.006,2.0,,,[],,
C2022_R6_22S01,2023-01-25 09:14:20.006,2023-01-25 09:17:40.006,3.33,3h11m53.24s,-40d07m29.8s,{'filter': 'R'},120,1
TransitionBlock,2023-01-25 09:17:40.006,2023-01-25 09:18:40.006,1.0,,,[],,
C2021_S3_22S01,2023-01-25 09:21:20.007,2023-01-25 10:11:20.007,50.0,5h25m01.66s,-37d52m56.6s,{'filter': 'R'},20,30
TransitionBlock,2023-01-25 10:11:20.007,2023-01-25 10:12:40.007,1.33,,,[],,
C2021_Y1_22S01,2023-01-25 10:12:40.007,2023-01-25 11:02:40.007,50.0,3h16m26.32s,-10d31m56.4s,{'filter': 'R'},20,30
TransitionBlock,2023-01-25 11:02:40.007,2023-01-25 11:07:40.007,5.0,,,['filter:R to V'],,
2022ydv_22S02,2023-01-25 11:07:40.007,2023-01-25 11:12:00.007,4.33,1h18m55.45466667s,-60d39m14.26s,{'filter': 'V'},180,1
TransitionBlock,2023-01-25 11:12:00.007,2023-01-25 11:12:20.007,0.33,,,[],,
2021aefx_22S02,2023-01-25 11:12:20.007,2023-01-25 11:16:40.007,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2023-01-25 11:16:40.007,2023-01-25 11:18:00.007,1.33,,,[],,
2022aczs_22S05,2023-01-25 11:18:00.007,2023-01-25 11:24:20.007,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-25 11:24:20.007,2023-01-25 11:30:00.007,5.67,,,['filter:V to R'],,
C2021_E3_22S01,2023-01-25 11:36:00.012,2023-01-25 12:26:00.012,50.0,7h39m50.31s,-36d26m56.6s,{'filter': 'R'},20,30
TransitionBlock,2023-01-25 12:26:00.012,2023-01-25 12:26:40.012,0.67,,,[],,
2022acwj_22S05,2023-01-25 12:31:20.014,2023-01-25 12:37:40.014,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-25 12:37:40.014,2023-01-25 12:39:20.014,1.67,,,[],,
C2021_A9_22S01,2023-01-25 12:39:40.015,2023-01-25 12:43:00.015,3.33,8h19m54.78s,+14d25m15.5s,{'filter': 'R'},120,1
TransitionBlock,2023-01-25 12:43:00.015,2023-01-25 12:44:00.015,1.0,,,[],,
2022abdh_22S05,2023-01-25 12:44:00.015,2023-01-25 12:50:20.015,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-25 12:50:20.015,2023-01-25 12:51:40.015,1.33,,,[],,
2022aduk_22S05,2023-01-25 12:52:00.015,2023-01-25 12:58:20.015,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-25 12:58:20.015,2023-01-25 12:59:40.015,1.33,,,[],,
C2021_G2_22S01,2023-01-25 13:00:00.015,2023-01-25 13:50:00.015,50.0,9h04m00.58s,-39d26m44.9s,{'filter': 'R'},20,30
TransitionBlock,2023-01-25 13:50:00.015,2023-01-25 13:51:20.015,1.33,,,[],,
C2022_A3_22S01,2023-01-25 13:54:20.017,2023-01-25 14:40:20.017,46.0,9h56m24.47s,-2d29m47.7s,{'filter': 'R'},30,25
TransitionBlock,2023-01-25 14:40:20.017,2023-01-25 14:44:00.017,3.67,,,['filter:R to V'],,
2022aduk_22S05,2023-01-25 14:46:00.019,2023-01-25 14:52:20.019,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-25 14:52:20.019,2023-01-25 14:56:00.019,3.67,,,['filter:V to R'],,
2022adpu_22S05,2023-01-25 14:56:20.020,2023-01-25 15:02:40.020,6.33,11h36m47.883s,-8d35m16.46988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-25 15:02:40.020,2023-01-25 15:04:40.020,2.0,,,[],,
81P_22S01,2023-01-25 15:05:00.020,2023-01-25 15:13:20.020,8.33,15h34m38.68s,-16d21m33.3s,{'filter': 'R'},20,5
TransitionBlock,2023-01-25 15:13:20.020,2023-01-25 15:15:20.020,2.0,,,[],,
C2021_C5_22S01,2023-01-25 15:15:40.020,2023-01-25 16:01:40.020,46.0,15h40m37.84s,-66d21m24.2s,{'filter': 'R'},30,25
TransitionBlock,2023-01-25 16:01:40.020,2023-01-25 16:04:20.020,2.67,,,[],,
A2019_U5_22S01,2023-01-25 16:04:40.022,2023-01-25 16:46:40.022,42.0,13h41m08.43s,+1d46m33.3s,{'filter': 'R'},60,18
TransitionBlock,2023-01-25 16:46:40.022,2023-01-25 16:48:00.022,1.33,,,[],,
Shapley_Skymapper_22S05,2023-01-25 16:48:20.024,2023-01-25 16:54:40.024,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
