target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2022ihz_22S02,2022-12-09 11:19:00.010,2022-12-09 11:23:20.010,4.33,0h38m51.21533333s,-3d36m25.46s,{'filter': 'V'},180,1
TransitionBlock,2022-12-09 11:23:20.010,2022-12-09 11:24:00.010,0.67,,,[],,
2022vye_22S02,2022-12-09 11:24:00.010,2022-12-09 11:28:20.010,4.33,1h35m13.20466667s,+2d20m28.25s,{'filter': 'V'},180,1
TransitionBlock,2022-12-09 11:28:20.010,2022-12-09 11:30:00.010,1.67,,,[],,
2022aanf_22S05,2022-12-09 11:33:00.012,2022-12-09 11:39:20.012,6.33,4h09m09.625008s,+17d06m59.05008s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 11:39:20.012,2022-12-09 11:42:20.012,3.0,,,['filter:V to R'],,
2022aanf_22S05,2022-12-09 11:42:20.012,2022-12-09 11:48:40.012,6.33,4h09m09.625008s,+17d06m59.05008s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 11:48:40.012,2022-12-09 11:53:00.012,4.33,,,['filter:R to V'],,
2022xhd_22S05,2022-12-09 11:53:00.012,2022-12-09 11:59:20.012,6.33,3h39m32.199s,-17d39m51.78996s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 11:59:20.012,2022-12-09 12:02:20.012,3.0,,,['filter:V to R'],,
2022xhd_22S05,2022-12-09 12:02:20.012,2022-12-09 12:08:40.012,6.33,3h39m32.199s,-17d39m51.78996s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 12:08:40.012,2022-12-09 12:12:20.012,3.67,,,['filter:R to V'],,
2022xix_22S05,2022-12-09 12:12:20.012,2022-12-09 12:18:40.012,6.33,4h15m07.435008s,-0d55m59.73996s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 12:18:40.012,2022-12-09 12:21:40.012,3.0,,,['filter:V to R'],,
2022xix_22S05,2022-12-09 12:21:40.012,2022-12-09 12:28:00.012,6.33,4h15m07.435008s,-0d55m59.73996s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 12:28:00.012,2022-12-09 12:32:20.012,4.33,,,['filter:R to V'],,
2022wxo_22S05,2022-12-09 12:32:20.012,2022-12-09 12:38:40.012,6.33,1h56m17.67s,-7d41m58.09992s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 12:38:40.012,2022-12-09 12:41:40.012,3.0,,,['filter:V to R'],,
2022wxo_22S05,2022-12-09 12:41:40.012,2022-12-09 12:48:00.012,6.33,1h56m17.67s,-7d41m58.09992s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 12:48:00.012,2022-12-09 12:52:40.012,4.67,,,['filter:R to V'],,
2022wpy_22S05,2022-12-09 12:52:40.012,2022-12-09 12:59:00.012,6.33,4h46m28.017s,-4d47m23.57988s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 12:59:00.012,2022-12-09 13:02:00.012,3.0,,,['filter:V to R'],,
2022wpy_22S05,2022-12-09 13:02:00.012,2022-12-09 13:08:20.012,6.33,4h46m28.017s,-4d47m23.57988s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 13:08:20.012,2022-12-09 13:12:20.012,4.0,,,['filter:R to V'],,
2022yrs_22S05,2022-12-09 13:12:20.012,2022-12-09 13:18:40.012,6.33,3h44m34.563s,-27d30m33.44004s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 13:18:40.012,2022-12-09 13:21:40.012,3.0,,,['filter:V to R'],,
2022yrs_22S05,2022-12-09 13:21:40.012,2022-12-09 13:28:00.012,6.33,3h44m34.563s,-27d30m33.44004s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 13:28:00.012,2022-12-09 13:32:20.012,4.33,,,['filter:R to V'],,
2022aaiw_22S05,2022-12-09 13:33:00.017,2022-12-09 13:39:20.017,6.33,6h10m11.170992s,-27d35m53.17008s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 13:39:20.017,2022-12-09 13:42:20.017,3.0,,,['filter:V to R'],,
2022aaiw_22S05,2022-12-09 13:42:20.017,2022-12-09 13:48:40.017,6.33,6h10m11.170992s,-27d35m53.17008s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 13:48:40.017,2022-12-09 13:53:20.017,4.67,,,['filter:R to V'],,
2022yvv_22S05,2022-12-09 13:53:20.017,2022-12-09 13:59:40.017,6.33,2h41m43.017s,-22d48m51.32988s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 13:59:40.017,2022-12-09 14:01:40.017,2.0,,,[],,
2022whp_22S05,2022-12-09 14:03:00.018,2022-12-09 14:09:20.018,6.33,6h40m02.560008s,-22d17m44.54016s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 14:09:20.018,2022-12-09 14:12:20.018,3.0,,,['filter:V to R'],,
2022whp_22S05,2022-12-09 14:12:20.018,2022-12-09 14:18:40.018,6.33,6h40m02.560008s,-22d17m44.54016s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 14:18:40.018,2022-12-09 14:23:00.018,4.33,,,['filter:R to V'],,
2022yxp_22S05,2022-12-09 14:23:00.018,2022-12-09 14:29:20.018,6.33,4h56m05.623992s,+1d49m06.89988s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 14:29:20.018,2022-12-09 14:30:40.018,1.33,,,[],,
2022aajn_22S05,2022-12-09 14:31:40.019,2022-12-09 14:38:00.019,6.33,7h08m15.559008s,+21d04m21.42984s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 14:38:00.019,2022-12-09 14:41:00.019,3.0,,,['filter:V to R'],,
2022aajn_22S05,2022-12-09 14:41:00.019,2022-12-09 14:47:20.019,6.33,7h08m15.559008s,+21d04m21.42984s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 14:47:20.019,2022-12-09 14:50:00.019,2.67,,,[],,
2022yvv_22S05,2022-12-09 14:50:00.019,2022-12-09 14:56:20.019,6.33,2h41m43.017s,-22d48m51.32988s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 14:56:20.019,2022-12-09 14:58:00.019,1.67,,,[],,
2022yxp_22S05,2022-12-09 14:58:00.019,2022-12-09 15:04:20.019,6.33,4h56m05.623992s,+1d49m06.89988s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 15:04:20.019,2022-12-09 15:09:00.019,4.67,,,['filter:R to V'],,
2022yjy_22S05,2022-12-09 15:09:00.019,2022-12-09 15:15:20.019,6.33,7h41m40.863s,+8d59m54.83004s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 15:15:20.019,2022-12-09 15:18:20.019,3.0,,,['filter:V to R'],,
2022yjy_22S05,2022-12-09 15:18:20.019,2022-12-09 15:24:40.019,6.33,7h41m40.863s,+8d59m54.83004s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 15:24:40.019,2022-12-09 15:26:40.019,2.0,,,[],,
2022zvr_22S05,2022-12-09 15:31:20.021,2022-12-09 15:37:40.021,6.33,11h38m32.596992s,-1d10m49.46988s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 15:37:40.021,2022-12-09 15:40:40.021,3.0,,,['filter:R to V'],,
2022zvr_22S05,2022-12-09 15:41:00.021,2022-12-09 15:47:20.021,6.33,11h38m32.596992s,-1d10m49.46988s,{'filter': 'V'},300,1
TransitionBlock,2022-12-09 15:47:20.021,2022-12-09 15:52:00.021,4.67,,,['filter:V to R'],,
2022abdh_22S05,2022-12-09 15:52:20.022,2022-12-09 15:58:40.022,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'R'},300,1
TransitionBlock,2022-12-09 15:58:40.022,2022-12-09 16:01:40.022,3.0,,,['filter:R to V'],,
2022abdh_22S05,2022-12-09 16:02:00.022,2022-12-09 16:08:20.022,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'V'},300,1
