target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2021aefx_22S02,2023-01-04 10:25:00.008,2023-01-04 10:29:20.008,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2023-01-04 10:29:20.008,2023-01-04 10:31:20.008,2.0,,,[],,
2022vye_22S02,2023-01-04 10:31:20.008,2023-01-04 10:35:40.008,4.33,1h35m13.20466667s,+2d20m28.25s,{'filter': 'V'},180,1
TransitionBlock,2023-01-04 10:35:40.008,2023-01-04 10:39:20.008,3.67,,,['filter:V to R'],,
2022abgg_22S05,2023-01-04 10:39:20.008,2023-01-04 10:45:40.008,6.33,2h23m00.889992s,-9d11m49.08984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 10:45:40.008,2023-01-04 10:49:20.008,3.67,,,['filter:R to V'],,
2022abic_22S05,2023-01-04 10:49:20.008,2023-01-04 10:55:40.008,6.33,2h59m09.286992s,-4d28m16.24008s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 10:55:40.008,2023-01-04 10:58:40.008,3.0,,,['filter:V to R'],,
2022abic_22S05,2023-01-04 10:58:40.008,2023-01-04 11:05:00.008,6.33,2h59m09.286992s,-4d28m16.24008s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 11:05:00.008,2023-01-04 11:09:00.008,4.0,,,['filter:R to V'],,
2022abid_22S05,2023-01-04 11:09:00.008,2023-01-04 11:15:20.008,6.33,2h07m19.492992s,-25d26m26.36988s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 11:15:20.008,2023-01-04 11:18:20.008,3.0,,,['filter:V to R'],,
2022abid_22S05,2023-01-04 11:18:20.008,2023-01-04 11:24:40.008,6.33,2h07m19.492992s,-25d26m26.36988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 11:24:40.008,2023-01-04 11:28:20.008,3.67,,,['filter:R to V'],,
2022abgg_22S05,2023-01-04 11:28:20.008,2023-01-04 11:34:40.008,6.33,2h23m00.889992s,-9d11m49.08984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 11:34:40.008,2023-01-04 11:36:00.008,1.33,,,[],,
2022aecb_22S05,2023-01-04 11:36:00.008,2023-01-04 11:42:20.008,6.33,4h59m02.254008s,-0d26m31.04988s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 11:42:20.008,2023-01-04 11:45:20.008,3.0,,,['filter:V to R'],,
2022aecb_22S05,2023-01-04 11:45:20.008,2023-01-04 11:51:40.008,6.33,4h59m02.254008s,-0d26m31.04988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 11:51:40.008,2023-01-04 11:56:20.008,4.67,,,['filter:R to V'],,
2022aczs_22S05,2023-01-04 11:56:20.008,2023-01-04 12:02:40.008,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 12:02:40.008,2023-01-04 12:05:40.008,3.0,,,['filter:V to R'],,
2022aczs_22S05,2023-01-04 12:05:40.008,2023-01-04 12:12:00.008,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 12:12:00.008,2023-01-04 12:16:40.008,4.67,,,['filter:R to V'],,
2022acyd_22S05,2023-01-04 12:16:40.008,2023-01-04 12:23:00.008,6.33,4h01m11.361s,+5d32m54.75012s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 12:23:00.008,2023-01-04 12:26:00.008,3.0,,,['filter:V to R'],,
2022acyd_22S05,2023-01-04 12:26:00.008,2023-01-04 12:32:20.008,6.33,4h01m11.361s,+5d32m54.75012s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 12:32:20.008,2023-01-04 12:37:00.008,4.67,,,['filter:R to V'],,
2022adyj_22S05,2023-01-04 12:39:40.015,2023-01-04 12:46:00.015,6.33,6h58m36.820008s,+12d40m08.45004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 12:46:00.015,2023-01-04 12:49:00.015,3.0,,,['filter:V to R'],,
2022adyj_22S05,2023-01-04 12:49:00.015,2023-01-04 12:55:20.015,6.33,6h58m36.820008s,+12d40m08.45004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 12:55:20.015,2023-01-04 12:58:40.015,3.33,,,['filter:R to V'],,
2022aajn_22S05,2023-01-04 12:58:40.015,2023-01-04 13:05:00.015,6.33,7h08m15.559008s,+21d04m21.42984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 13:05:00.015,2023-01-04 13:08:00.015,3.0,,,['filter:V to R'],,
2022aajn_22S05,2023-01-04 13:08:00.015,2023-01-04 13:14:20.015,6.33,7h08m15.559008s,+21d04m21.42984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 13:14:20.015,2023-01-04 13:19:20.015,5.0,,,['filter:R to V'],,
2022advr_22S05,2023-01-04 13:50:00.017,2023-01-04 13:56:20.017,6.33,10h22m48.991992s,+3d45m18.86004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 13:56:20.017,2023-01-04 13:58:00.017,1.67,,,[],,
2022acwj_22S05,2023-01-04 13:58:20.018,2023-01-04 14:04:40.018,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 14:04:40.018,2023-01-04 14:08:40.018,4.0,,,['filter:V to R'],,
2022abdh_22S05,2023-01-04 14:09:00.018,2023-01-04 14:15:20.018,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 14:15:20.018,2023-01-04 14:19:00.018,3.67,,,['filter:R to V'],,
2022aebw_22S05,2023-01-04 14:19:20.018,2023-01-04 14:25:40.018,6.33,8h38m46.707s,+5d16m47.38008s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 14:25:40.018,2023-01-04 14:28:40.018,3.0,,,['filter:V to R'],,
2022aebw_22S05,2023-01-04 14:28:40.018,2023-01-04 14:35:00.018,6.33,8h38m46.707s,+5d16m47.38008s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 14:35:00.018,2023-01-04 14:38:40.018,3.67,,,['filter:R to V'],,
2022abdh_22S05,2023-01-04 14:38:40.018,2023-01-04 14:45:00.018,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 14:45:00.018,2023-01-04 14:49:00.018,4.0,,,['filter:V to R'],,
2022acwj_22S05,2023-01-04 14:54:40.020,2023-01-04 15:01:00.020,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 15:01:00.020,2023-01-04 15:02:00.020,1.0,,,[],,
2022aduk_22S05,2023-01-04 15:05:20.020,2023-01-04 15:11:40.020,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 15:11:40.020,2023-01-04 15:14:40.020,3.0,,,['filter:R to V'],,
2022aduk_22S05,2023-01-04 15:15:00.020,2023-01-04 15:21:20.020,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 15:21:20.020,2023-01-04 15:22:40.020,1.33,,,[],,
2022aecr_22S05,2023-01-04 15:23:00.021,2023-01-04 15:29:20.021,6.33,9h42m41.361s,+9d54m29.98008s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 15:29:20.021,2023-01-04 15:32:20.021,3.0,,,['filter:V to R'],,
2022aecr_22S05,2023-01-04 15:32:20.021,2023-01-04 15:38:40.021,6.33,9h42m41.361s,+9d54m29.98008s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 15:38:40.021,2023-01-04 15:43:00.021,4.33,,,['filter:R to V'],,
2022adpu_22S05,2023-01-04 15:43:20.021,2023-01-04 15:49:40.021,6.33,11h36m47.883s,-8d35m16.46988s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 15:49:40.021,2023-01-04 15:51:00.021,1.33,,,[],,
Shapley_Skymapper_22S05,2023-01-04 15:51:20.022,2023-01-04 15:57:40.022,6.33,13h32m00s,-31d30m00s,{'filter': 'V'},300,1
TransitionBlock,2023-01-04 15:57:40.022,2023-01-04 16:02:40.022,5.0,,,['filter:V to R'],,
2022advr_22S05,2023-01-04 16:03:00.022,2023-01-04 16:09:20.022,6.33,10h22m48.991992s,+3d45m18.86004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 16:09:20.022,2023-01-04 16:10:20.022,1.0,,,[],,
2022adpu_22S05,2023-01-04 16:12:20.022,2023-01-04 16:18:40.022,6.33,11h36m47.883s,-8d35m16.46988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-04 16:18:40.022,2023-01-04 16:20:00.022,1.33,,,[],,
Shapley_Skymapper_22S05,2023-01-04 16:20:20.023,2023-01-04 16:26:40.023,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
