target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
73P-JD001_22S01,2022-11-27 08:33:40.006,2022-11-27 08:41:00.006,7.33,20h56m27.43s,-28d25m49.1s,{'filter': 'R'},30,4
TransitionBlock,2022-11-27 08:41:00.006,2022-11-27 08:41:40.006,0.67,,,[],,
73P-BU_22S01,2022-11-27 08:41:40.006,2022-11-27 08:48:40.006,7.0,21h48m59.67s,-25d04m42.2s,{'filter': 'R'},60,3
TransitionBlock,2022-11-27 08:48:40.006,2022-11-27 08:49:00.006,0.33,,,[],,
73P-BV_22S01,2022-11-27 08:49:00.006,2022-11-27 08:56:00.006,7.0,21h40m32.02s,-25d41m50.9s,{'filter': 'R'},60,3
TransitionBlock,2022-11-27 08:56:00.006,2022-11-27 09:00:20.006,4.33,,,['filter:R to V'],,
2022xhd _22S02,2022-11-27 09:00:20.006,2022-11-27 09:04:40.006,4.33,0h14m38.14666667s,-17d39m51.56s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 09:04:40.006,2022-11-27 09:05:00.006,0.33,,,[],,
2022ucj_22S02,2022-11-27 09:05:00.006,2022-11-27 09:09:20.006,4.33,0h18m03.41s,-16d18m21.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 09:09:20.006,2022-11-27 09:13:00.006,3.67,,,['filter:V to R'],,
2022jzx_22S05,2022-11-27 09:13:20.007,2022-11-27 09:19:40.007,6.33,1h02m09.856992s,-4d14m06.54s,{'filter': 'R'},300,1
TransitionBlock,2022-11-27 09:19:40.007,2022-11-27 09:23:20.007,3.67,,,['filter:R to V'],,
2022udc_22S02,2022-11-27 09:23:20.007,2022-11-27 09:27:40.007,4.33,0h17m35.41133333s,-10d18m30.38s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 09:27:40.007,2022-11-27 09:28:00.007,0.33,,,[],,
2022ssk_22S02,2022-11-27 09:28:00.007,2022-11-27 09:32:20.007,4.33,0h09m57.90333333s,-5d50m54.29s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 09:32:20.007,2022-11-27 09:36:00.007,3.67,,,['filter:V to R'],,
395P_22S01,2022-11-27 09:36:00.007,2022-11-27 09:39:20.007,3.33,23h01m41.52s,-3d30m54.7s,{'filter': 'R'},120,1
TransitionBlock,2022-11-27 09:39:20.007,2022-11-27 09:43:40.007,4.33,,,['filter:R to V'],,
2022vye_22S02,2022-11-27 09:47:20.008,2022-11-27 09:51:40.008,4.33,1h35m13.20466667s,+2d20m28.25s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 09:51:40.008,2022-11-27 09:54:00.008,2.33,,,[],,
2022ydv_22S02,2022-11-27 09:54:00.008,2022-11-27 09:58:20.008,4.33,1h18m55.45466667s,-60d39m14.26s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 09:58:20.008,2022-11-27 09:59:40.008,1.33,,,[],,
2022tiv_22S02,2022-11-27 09:59:40.008,2022-11-27 10:04:00.008,4.33,1h25m35.83s,-22d44m07.39s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:04:00.008,2022-11-27 10:05:40.008,1.67,,,[],,
2022wsq_22S02,2022-11-27 10:05:40.008,2022-11-27 10:10:00.008,4.33,0h05m19.97s,+15d36m09.83s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:10:00.008,2022-11-27 10:11:00.008,1.0,,,[],,
2022wbc_22S02,2022-11-27 10:11:00.008,2022-11-27 10:15:20.008,4.33,1h28m31.91933333s,+7d08m07.43s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:15:20.008,2022-11-27 10:16:20.008,1.0,,,[],,
2022ywf_22S02,2022-11-27 10:16:20.008,2022-11-27 10:20:40.008,4.33,0h05m28.81333333s,+0d57m23.59s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:20:40.008,2022-11-27 10:22:40.008,2.0,,,[],,
2021aefx_22S02,2022-11-27 10:22:40.008,2022-11-27 10:27:00.008,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:27:00.008,2022-11-27 10:29:00.008,2.0,,,[],,
2022ihz_22S02,2022-11-27 10:29:00.008,2022-11-27 10:33:20.008,4.33,0h38m51.21533333s,-3d36m25.46s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:33:20.008,2022-11-27 10:33:40.008,0.33,,,[],,
2022aaaw_22S02,2022-11-27 10:33:40.008,2022-11-27 10:38:00.008,4.33,0h04m24.71s,+1d21m42.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:38:00.008,2022-11-27 10:38:20.008,0.33,,,[],,
2022zxj_22S02,2022-11-27 10:38:20.008,2022-11-27 10:42:40.008,4.33,0h00m03.43866667s,-2d18m02.81s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:42:40.008,2022-11-27 10:43:20.008,0.67,,,[],,
2022zut_22S02,2022-11-27 10:43:20.008,2022-11-27 10:47:40.008,4.33,0h46m43.92133333s,+11d28m10.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:47:40.008,2022-11-27 10:48:20.008,0.67,,,[],,
2022yxp_22S02,2022-11-27 10:48:20.008,2022-11-27 10:52:40.008,4.33,0h19m44.37466667s,+1d49m06.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:52:40.008,2022-11-27 10:53:40.008,1.0,,,[],,
2022xxu_22S02,2022-11-27 10:53:40.008,2022-11-27 10:58:00.008,4.33,1h23m44.00733333s,+17d48m13.52s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 10:58:00.008,2022-11-27 10:59:40.008,1.67,,,[],,
2022ydu_22S02,2022-11-27 10:59:40.008,2022-11-27 11:04:00.008,4.33,0h43m09.39133333s,-24d27m04.27s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 11:04:00.008,2022-11-27 11:08:20.008,4.33,,,['filter:V to R'],,
2060_22S01,2022-11-27 11:08:20.008,2022-11-27 11:11:40.008,3.33,0h40m56.57s,+6d25m29.3s,{'filter': 'R'},120,1
TransitionBlock,2022-11-27 11:11:40.008,2022-11-27 11:14:20.008,2.67,,,[],,
