target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2014_UN271_22S01,2022-11-27 11:14:20.008,2022-11-27 11:17:40.008,3.33,2h38m13.86s,-61d27m20.9s,{'filter': 'R'},120,1
TransitionBlock,2022-11-27 11:17:40.008,2022-11-27 11:18:20.008,0.67,,,[],,
C2022_R6_22S01,2022-11-27 11:19:20.012,2022-11-27 11:22:40.012,3.33,3h22m31.72s,-43d07m26.5s,{'filter': 'R'},120,1
TransitionBlock,2022-11-27 11:22:40.012,2022-11-27 11:23:40.012,1.0,,,[],,
2022_QE78_22S01,2022-11-27 11:24:00.012,2022-11-27 12:06:00.012,42.0,3h31m16.92s,-21d32m25s,{'filter': 'R'},60,18
TransitionBlock,2022-11-27 12:06:00.012,2022-11-27 12:08:40.012,2.67,,,[],,
C2022_F1_22S01,2022-11-27 12:08:40.012,2022-11-27 12:45:20.012,36.67,19h52m52.7s,-70d16m48.2s,{'filter': 'R'},120,11
TransitionBlock,2022-11-27 12:45:20.012,2022-11-27 12:47:40.012,2.33,,,[],,
C2019_F1_22S01,2022-11-27 12:47:40.012,2022-11-27 13:33:40.012,46.0,1h20m19.01s,-23d26m55.9s,{'filter': 'R'},30,25
TransitionBlock,2022-11-27 13:33:40.012,2022-11-27 13:37:20.012,3.67,,,['filter:R to V'],,
2022xbu_22S02,2022-11-27 13:37:20.012,2022-11-27 13:41:40.012,4.33,1h25m19.71333333s,-6d26m14.96s,{'filter': 'V'},180,1
TransitionBlock,2022-11-27 13:41:40.012,2022-11-27 13:46:40.012,5.0,,,['filter:V to R'],,
2022yxp_22S05,2022-11-27 13:46:40.012,2022-11-27 13:53:00.012,6.33,4h56m05.623992s,+1d49m06.89988s,{'filter': 'R'},300,1
TransitionBlock,2022-11-27 13:53:00.012,2022-11-27 13:56:00.012,3.0,,,[],,
C2019_E3_22S01,2022-11-27 14:00:20.018,2022-11-27 14:42:20.018,42.0,7h52m59.06s,-74d16m54.7s,{'filter': 'R'},60,18
TransitionBlock,2022-11-27 14:42:20.018,2022-11-27 14:44:20.018,2.0,,,[],,
C2022_E2_22S01,2022-11-27 14:44:40.019,2022-11-27 15:30:40.019,46.0,10h34m01.59s,-19d43m29.2s,{'filter': 'R'},30,25
TransitionBlock,2022-11-27 15:30:40.019,2022-11-27 15:31:40.019,1.0,,,[],,
157P_22S01,2022-11-27 15:32:00.021,2022-11-27 16:18:00.021,46.0,10h44m26.15s,+2d48m22.2s,{'filter': 'R'},30,25
