target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
TransitionBlock,2023-01-26 12:38:20.014,2023-01-26 12:43:00.014,4.67,,,['filter:R to V'],,
2022acwj_22S05,2023-01-26 12:45:40.015,2023-01-26 12:52:00.015,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-26 12:52:00.015,2023-01-26 12:55:20.015,3.33,,,['filter:V to R'],,
C2021_G2_22S01,2023-01-26 12:55:40.015,2023-01-26 13:45:40.015,50.0,9h03m39.66s,-39d27m27.7s,{'filter': 'R'},20,30
TransitionBlock,2023-01-26 13:45:40.015,2023-01-26 13:47:00.015,1.33,,,[],,
C2022_A3_22S01,2023-01-26 13:49:20.017,2023-01-26 14:35:20.017,46.0,9h55m22s,-2d35m58.3s,{'filter': 'R'},30,25
TransitionBlock,2023-01-26 14:35:20.017,2023-01-26 14:36:00.017,0.67,,,[],,
2022aduk_22S05,2023-01-26 14:38:00.019,2023-01-26 14:44:20.019,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-26 14:44:20.019,2023-01-26 14:47:20.019,3.0,,,['filter:R to V'],,
2022aduk_22S05,2023-01-26 14:47:40.019,2023-01-26 14:54:00.019,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-26 14:54:00.019,2023-01-26 14:57:40.019,3.67,,,['filter:V to R'],,
2022adpu_22S05,2023-01-26 14:58:00.020,2023-01-26 15:04:20.020,6.33,11h36m47.883s,-8d35m16.46988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-26 15:04:20.020,2023-01-26 15:06:20.020,2.0,,,[],,
81P_22S01,2023-01-26 15:06:40.020,2023-01-26 15:15:00.020,8.33,15h36m49.01s,-16d27m45.5s,{'filter': 'R'},20,5
TransitionBlock,2023-01-26 15:15:00.020,2023-01-26 15:17:00.020,2.0,,,[],,
C2021_C5_22S01,2023-01-26 15:17:20.020,2023-01-26 16:03:20.020,46.0,15h43m23.54s,-66d33m10.3s,{'filter': 'R'},30,25
TransitionBlock,2023-01-26 16:03:20.020,2023-01-26 16:06:00.020,2.67,,,[],,
A2019_U5_22S01,2023-01-26 16:06:20.022,2023-01-26 16:48:20.022,42.0,13h40m30.15s,+1d42m53.5s,{'filter': 'R'},60,18
TransitionBlock,2023-01-26 16:48:20.022,2023-01-26 16:49:40.022,1.33,,,[],,
Shapley_Skymapper_22S05,2023-01-26 16:50:00.024,2023-01-26 16:56:20.024,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
