target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2022abid_22S05,2023-01-07 11:17:00.007,2023-01-07 11:23:20.007,6.33,2h07m19.492992s,-25d26m26.36988s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 11:23:20.007,2023-01-07 11:26:20.007,3.0,,,['filter:V to R'],,
2022abid_22S05,2023-01-07 11:26:20.007,2023-01-07 11:32:40.007,6.33,2h07m19.492992s,-25d26m26.36988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 11:32:40.007,2023-01-07 11:34:20.007,1.67,,,[],,
2022acyd_22S05,2023-01-07 11:34:20.007,2023-01-07 11:40:40.007,6.33,4h01m11.361s,+5d32m54.75012s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 11:40:40.007,2023-01-07 11:44:20.007,3.67,,,['filter:R to V'],,
2022aecb_22S05,2023-01-07 11:44:20.007,2023-01-07 11:50:40.007,6.33,4h59m02.254008s,-0d26m31.04988s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 11:50:40.007,2023-01-07 11:53:40.007,3.0,,,['filter:V to R'],,
2022aecb_22S05,2023-01-07 11:53:40.007,2023-01-07 12:00:00.007,6.33,4h59m02.254008s,-0d26m31.04988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 12:00:00.007,2023-01-07 12:04:40.007,4.67,,,['filter:R to V'],,
2022aczs_22S05,2023-01-07 12:04:40.007,2023-01-07 12:11:00.007,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 12:11:00.007,2023-01-07 12:14:00.007,3.0,,,['filter:V to R'],,
2022aczs_22S05,2023-01-07 12:14:00.007,2023-01-07 12:20:20.007,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 12:20:20.007,2023-01-07 12:26:20.007,6.0,,,['filter:R to V'],,
2022adyj_22S05,2023-01-07 12:27:40.014,2023-01-07 12:34:00.014,6.33,6h58m36.820008s,+12d40m08.45004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 12:34:00.014,2023-01-07 12:37:00.014,3.0,,,['filter:V to R'],,
2022adyj_22S05,2023-01-07 12:37:00.014,2023-01-07 12:43:20.014,6.33,6h58m36.820008s,+12d40m08.45004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 12:43:20.014,2023-01-07 12:46:40.014,3.33,,,['filter:R to V'],,
2022aajn_22S05,2023-01-07 12:46:40.014,2023-01-07 12:53:00.014,6.33,7h08m15.559008s,+21d04m21.42984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 12:53:00.014,2023-01-07 12:56:00.014,3.0,,,['filter:V to R'],,
2022aajn_22S05,2023-01-07 12:56:00.014,2023-01-07 13:02:20.014,6.33,7h08m15.559008s,+21d04m21.42984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 13:02:20.014,2023-01-07 13:04:40.014,2.33,,,[],,
2022aduk_22S05,2023-01-07 13:20:40.016,2023-01-07 13:27:00.016,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 13:27:00.016,2023-01-07 13:30:00.016,3.0,,,['filter:R to V'],,
2022aduk_22S05,2023-01-07 13:30:20.017,2023-01-07 13:36:40.017,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 13:36:40.017,2023-01-07 13:37:40.017,1.0,,,[],,
2022acwj_22S05,2023-01-07 13:38:00.017,2023-01-07 13:44:20.017,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 13:44:20.017,2023-01-07 13:45:20.017,1.0,,,[],,
2022aefd_22S05,2023-01-07 13:45:40.017,2023-01-07 13:52:00.017,6.33,8h16m56.380008s,-7d15m24.63012s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 13:52:00.017,2023-01-07 13:55:00.017,3.0,,,['filter:V to R'],,
2022aefd_22S05,2023-01-07 13:55:00.017,2023-01-07 14:01:20.017,6.33,8h16m56.380008s,-7d15m24.63012s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 14:01:20.017,2023-01-07 14:05:00.017,3.67,,,['filter:R to V'],,
2022aebw_22S05,2023-01-07 14:07:40.018,2023-01-07 14:14:00.018,6.33,8h38m46.707s,+5d16m47.38008s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 14:14:00.018,2023-01-07 14:17:40.018,3.67,,,['filter:V to R'],,
2022abdh_22S05,2023-01-07 14:17:40.018,2023-01-07 14:24:00.018,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 14:24:00.018,2023-01-07 14:27:00.018,3.0,,,['filter:R to V'],,
2022abdh_22S05,2023-01-07 14:27:00.018,2023-01-07 14:33:20.018,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 14:33:20.018,2023-01-07 14:37:00.018,3.67,,,['filter:V to R'],,
2022aebw_22S05,2023-01-07 14:37:00.018,2023-01-07 14:43:20.018,6.33,8h38m46.707s,+5d16m47.38008s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 14:43:20.018,2023-01-07 14:44:40.018,1.33,,,[],,
2022acwj_22S05,2023-01-07 14:44:40.018,2023-01-07 14:51:00.018,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 14:51:00.018,2023-01-07 14:52:40.018,1.67,,,[],,
2022adpu_22S05,2023-01-07 14:53:40.020,2023-01-07 15:00:00.020,6.33,11h36m47.883s,-8d35m16.46988s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 15:00:00.020,2023-01-07 15:03:00.020,3.0,,,['filter:R to V'],,
2022adpu_22S05,2023-01-07 15:03:20.020,2023-01-07 15:09:40.020,6.33,11h36m47.883s,-8d35m16.46988s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 15:09:40.020,2023-01-07 15:11:00.020,1.33,,,[],,
2022aecr_22S05,2023-01-07 15:11:20.020,2023-01-07 15:17:40.020,6.33,9h42m41.361s,+9d54m29.98008s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 15:17:40.020,2023-01-07 15:20:40.020,3.0,,,['filter:V to R'],,
2022aecr_22S05,2023-01-07 15:20:40.020,2023-01-07 15:27:00.020,6.33,9h42m41.361s,+9d54m29.98008s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 15:27:00.020,2023-01-07 15:27:40.020,0.67,,,[],,
2022advr_22S05,2023-01-07 15:35:00.021,2023-01-07 15:41:20.021,6.33,10h22m48.991992s,+3d45m18.86004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 15:41:20.021,2023-01-07 15:44:20.021,3.0,,,['filter:R to V'],,
2022advr_22S05,2023-01-07 15:44:40.021,2023-01-07 15:51:00.021,6.33,10h22m48.991992s,+3d45m18.86004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 15:51:00.021,2023-01-07 15:53:00.021,2.0,,,[],,
Shapley_Skymapper_22S05,2023-01-07 15:53:20.022,2023-01-07 15:59:40.022,6.33,13h32m00s,-31d30m00s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 15:59:40.022,2023-01-07 16:03:20.022,3.67,,,['filter:V to R'],,
2023aw_22S05,2023-01-07 16:03:40.022,2023-01-07 16:10:00.022,6.33,13h02m44.67s,-22d04m33.25008s,{'filter': 'R'},300,1
TransitionBlock,2023-01-07 16:10:00.022,2023-01-07 16:13:00.022,3.0,,,['filter:R to V'],,
2023aw_22S05,2023-01-07 16:13:20.022,2023-01-07 16:19:40.022,6.33,13h02m44.67s,-22d04m33.25008s,{'filter': 'V'},300,1
TransitionBlock,2023-01-07 16:19:40.022,2023-01-07 16:23:20.022,3.67,,,['filter:V to R'],,
Shapley_Skymapper_22S05,2023-01-07 16:23:40.023,2023-01-07 16:30:00.023,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
