target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_F1_22S01,2023-01-21 08:50:40.006,2023-01-21 08:54:00.006,3.33,21h28m05.6s,-62d09m26.8s,{'filter': 'R'},120,1
TransitionBlock,2023-01-21 08:54:00.006,2023-01-21 08:57:00.006,3.0,,,[],,
C2021_Y1_22S01,2023-01-21 08:57:00.006,2023-01-21 09:47:00.006,50.0,3h17m32.95s,-9d44m02.8s,{'filter': 'R'},20,30
TransitionBlock,2023-01-21 09:47:00.006,2023-01-21 09:48:40.006,1.67,,,[],,
C2021_S3_22S01,2023-01-21 09:48:40.006,2023-01-21 10:38:40.006,50.0,5h27m08.43s,-38d05m12.5s,{'filter': 'R'},20,30
TransitionBlock,2023-01-21 10:38:40.006,2023-01-21 10:40:00.006,1.33,,,[],,
C2014_UN271_22S01,2023-01-21 10:40:00.006,2023-01-21 10:47:00.006,7.0,2h27m32.94s,-60d02m00.5s,{'filter': 'R'},60,3
TransitionBlock,2023-01-21 10:47:00.006,2023-01-21 10:48:20.006,1.33,,,[],,
C2017_K2_22S01,2023-01-21 10:48:20.006,2023-01-21 11:38:20.006,50.0,21h10m13.67s,-70d32m59.7s,{'filter': 'R'},20,30
TransitionBlock,2023-01-21 11:38:20.006,2023-01-21 11:39:40.006,1.33,,,[],,
C2019_E3_22S01,2023-01-21 11:39:40.006,2023-01-21 12:21:40.006,42.0,6h03m22.59s,-76d19m47.7s,{'filter': 'R'},60,18
TransitionBlock,2023-01-21 12:21:40.006,2023-01-21 12:23:20.006,1.67,,,[],,
C2022_R6_22S01,2023-01-21 12:23:20.006,2023-01-21 12:26:40.006,3.33,3h11m45.64s,-40d23m49.5s,{'filter': 'R'},120,1
TransitionBlock,2023-01-21 12:26:40.006,2023-01-21 12:30:00.006,3.33,,,[],,
C2021_A9_22S01,2023-01-21 12:39:20.015,2023-01-21 12:42:40.015,3.33,8h22m42.62s,+14d20m51.9s,{'filter': 'R'},120,1
TransitionBlock,2023-01-21 12:42:40.015,2023-01-21 12:44:40.015,2.0,,,[],,
C2021_G2_22S01,2023-01-21 12:45:00.015,2023-01-21 13:35:00.015,50.0,9h05m18.73s,-39d23m02.5s,{'filter': 'R'},20,30
TransitionBlock,2023-01-21 13:35:00.015,2023-01-21 13:36:20.015,1.33,,,[],,
C2022_A3_22S01,2023-01-21 13:36:40.017,2023-01-21 14:22:40.017,46.0,10h00m16.21s,-2d05m47.6s,{'filter': 'R'},30,25
TransitionBlock,2023-01-21 14:22:40.017,2023-01-21 14:23:20.017,0.67,,,[],,
C2022_E2_22S01,2023-01-21 14:23:40.018,2023-01-21 15:09:40.018,46.0,10h10m07.1s,-19d18m23.6s,{'filter': 'R'},30,25
TransitionBlock,2023-01-21 15:09:40.018,2023-01-21 15:12:40.018,3.0,,,[],,
99P_22S01,2023-01-21 15:46:00.021,2023-01-21 16:28:00.021,42.0,16h01m29.3s,-22d20m43.1s,{'filter': 'R'},60,18
TransitionBlock,2023-01-21 16:28:00.021,2023-01-21 16:30:00.021,2.0,,,[],,
C2021_P4_22S01,2023-01-21 16:30:20.023,2023-01-21 16:37:40.023,7.33,19h36m34.02s,-64d45m24.6s,{'filter': 'R'},30,4
TransitionBlock,2023-01-21 16:37:40.023,2023-01-21 16:40:00.023,2.33,,,[],,
81P_22S01,2023-01-21 16:40:20.023,2023-01-21 16:48:40.023,8.33,15h26m16.02s,-15d56m34.7s,{'filter': 'R'},20,5
