target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_F1_2022S-01,2022-11-14 08:15:00.005,2022-11-14 08:43:00.005,28.0,19h25m56.99s,-72d18m33.3s,{'filter': 'R'},120,11
TransitionBlock,2022-11-14 08:43:00.005,2022-11-14 08:43:40.005,0.67,,,[],,
2022wwt2022S-05,2022-11-14 08:43:40.005,2022-11-14 08:49:20.005,5.67,17h48m28.281s,-60d34m29.29008s,{'filter': 'R'},300,1
TransitionBlock,2022-11-14 08:49:20.005,2022-11-14 08:51:40.005,2.33,,,[],,
A2021_X2_2022S-01,2022-11-14 08:56:40.006,2022-11-14 09:24:40.006,28.0,0h46m26.87s,-34d59m12.4s,{'filter': 'R'},120,11
TransitionBlock,2022-11-14 09:24:40.006,2022-11-14 09:26:00.006,1.33,,,[],,
382P_2022S-01,2022-11-14 09:26:20.008,2022-11-14 09:54:20.008,28.0,0h34m46.21s,-0d31m01.4s,{'filter': 'R'},120,11
TransitionBlock,2022-11-14 09:54:20.008,2022-11-14 09:55:40.008,1.33,,,[],,
2022wsu2022S-05,2022-11-14 09:57:40.009,2022-11-14 10:03:20.009,5.67,2h16m11.652s,+17d58m15.44016s,{'filter': 'R'},300,1
TransitionBlock,2022-11-14 10:03:20.009,2022-11-14 10:04:20.009,1.0,,,[],,
2022jzx2022S-05,2022-11-14 10:04:40.009,2022-11-14 10:10:20.009,5.67,1h02m09.856992s,-4d14m06.54s,{'filter': 'R'},300,1
TransitionBlock,2022-11-14 10:10:20.009,2022-11-14 10:11:20.009,1.0,,,[],,
C2019_F1_2022S-01,2022-11-14 10:13:00.009,2022-11-14 10:39:00.009,26.0,1h26m41.32s,-24d50m26.4s,{'filter': 'R'},30,25
TransitionBlock,2022-11-14 10:39:00.009,2022-11-14 10:39:40.009,0.67,,,[],,
C2021_T4_2022S-01,2022-11-14 10:40:00.010,2022-11-14 11:06:00.010,26.0,1h47m30.58s,-9d39m21.5s,{'filter': 'R'},20,30
TransitionBlock,2022-11-14 11:06:00.010,2022-11-14 11:07:40.010,1.67,,,[],,
395P_2022S-01,2022-11-14 11:07:40.010,2022-11-14 11:35:40.010,28.0,22h58m10.02s,-3d40m17.1s,{'filter': 'R'},120,11
TransitionBlock,2022-11-14 11:35:40.010,2022-11-14 11:37:40.010,2.0,,,[],,
P2021_R1_2022S-01,2022-11-14 11:37:40.010,2022-11-14 12:05:20.010,27.67,2h21m01.31s,+7d07m31s,{'filter': 'R'},300,5
TransitionBlock,2022-11-14 12:05:20.010,2022-11-14 12:06:40.010,1.33,,,[],,
2022xhd2022S-05,2022-11-14 12:08:20.014,2022-11-14 12:14:00.014,5.67,3h39m32.199s,-17d39m51.78996s,{'filter': 'R'},300,1
TransitionBlock,2022-11-14 12:14:00.014,2022-11-14 12:17:00.014,3.0,,,['filter:R to V'],,
2022xhd2022S-05,2022-11-14 12:17:20.014,2022-11-14 12:23:00.014,5.67,3h39m32.199s,-17d39m51.78996s,{'filter': 'V'},300,1
TransitionBlock,2022-11-14 12:23:00.014,2022-11-14 12:26:20.014,3.33,,,['filter:V to R'],,
2022_QE78_2022S-01,2022-11-14 12:26:40.014,2022-11-14 12:54:20.014,27.67,3h35m42s,-21d31m50.8s,{'filter': 'R'},60,18
TransitionBlock,2022-11-14 12:54:20.014,2022-11-14 12:56:40.014,2.33,,,[],,
C2020_T2_2022S-01,2022-11-14 12:56:40.014,2022-11-14 13:24:20.014,27.67,22h34m42.36s,-38d56m20.3s,{'filter': 'R'},300,5
TransitionBlock,2022-11-14 13:24:20.014,2022-11-14 13:27:20.014,3.0,,,[],,
2022xix2022S-05,2022-11-14 13:27:20.014,2022-11-14 13:33:00.014,5.67,4h15m07.435008s,-0d55m59.73996s,{'filter': 'R'},300,1
TransitionBlock,2022-11-14 13:33:00.014,2022-11-14 13:36:00.014,3.0,,,[],,
C2021_E3_2022S-01,2022-11-14 13:40:40.017,2022-11-14 14:06:40.017,26.0,10h00m16.85s,-42d29m01.3s,{'filter': 'R'},20,30
TransitionBlock,2022-11-14 14:06:40.017,2022-11-14 14:08:00.017,1.33,,,[],,
C2019_E3_2022S-01,2022-11-14 14:08:20.018,2022-11-14 14:36:00.018,27.67,8h07m16.06s,-72d51m43.6s,{'filter': 'R'},60,18
TransitionBlock,2022-11-14 14:36:00.018,2022-11-14 14:38:00.018,2.0,,,[],,
C2022_E2_2022S-01,2022-11-14 14:38:20.019,2022-11-14 15:04:20.019,26.0,10h34m25.39s,-19d20m07.2s,{'filter': 'R'},30,25
TransitionBlock,2022-11-14 15:04:20.019,2022-11-14 15:06:20.019,2.0,,,[],,
C2021_S3_2022S-01,2022-11-14 15:06:40.020,2022-11-14 15:32:40.020,26.0,6h15m24.22s,-34d20m44.7s,{'filter': 'R'},20,30
TransitionBlock,2022-11-14 15:32:40.020,2022-11-14 15:34:00.020,1.33,,,[],,
C2021_G2_2022S-01,2022-11-14 15:34:40.021,2022-11-14 16:00:40.021,26.0,9h11m51.43s,-33d49m15.8s,{'filter': 'R'},30,25
TransitionBlock,2022-11-14 16:00:40.021,2022-11-14 16:02:00.021,1.33,,,[],,
97P_2022S-01,2022-11-14 16:02:20.022,2022-11-14 16:30:00.022,27.67,9h13m55.52s,-1d31m41.4s,{'filter': 'R'},300,5
