target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_F1_2022S-01,2022-11-25 08:31:00.006,2022-11-25 08:41:00.006,10.0,19h48m56.7s,-70d35m08s,{'filter': 'R'},120,3
TransitionBlock,2022-11-25 08:41:00.006,2022-11-25 08:42:40.006,1.67,,,[],,
A2021_X2_2022S-01,2022-11-25 08:45:40.006,2022-11-25 08:52:00.006,6.33,0h26m35.45s,-35d57m27.3s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 08:52:00.006,2022-11-25 08:53:20.006,1.33,,,[],,
395P_2022S-01,2022-11-25 08:53:20.006,2022-11-25 09:03:20.006,10.0,23h01m00.64s,-3d33m16.7s,{'filter': 'R'},120,3
TransitionBlock,2022-11-25 09:03:20.006,2022-11-25 09:03:40.006,0.33,,,[],,
445P_2022S-01,2022-11-25 09:03:40.006,2022-11-25 09:10:00.006,6.33,23h20m24.2s,-5d34m26.4s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 09:10:00.006,2022-11-25 09:11:20.006,1.33,,,[],,
C2020_T2_2022S-01,2022-11-25 09:11:20.006,2022-11-25 09:17:40.006,6.33,22h37m30.32s,-37d50m23s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 09:17:40.006,2022-11-25 09:19:20.006,1.67,,,[],,
2022jzx_2022S-05,2022-11-25 09:21:20.007,2022-11-25 09:27:40.007,6.33,1h02m09.856992s,-4d14m06.54s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 09:27:40.007,2022-11-25 09:29:40.007,2.0,,,[],,
73P-BU_2022S-01,2022-11-25 09:29:40.007,2022-11-25 10:53:40.007,84.0,21h42m29.56s,-25d47m03.3s,{'filter': 'R'},60,36
TransitionBlock,2022-11-25 10:53:40.007,2022-11-25 10:59:00.007,5.33,,,['filter:R to V'],,
2022abgg_2022S-05,2022-11-25 10:59:00.007,2022-11-25 11:05:20.007,6.33,2h23m00.889992s,-9d11m49.08984s,{'filter': 'V'},300,1
TransitionBlock,2022-11-25 11:05:20.007,2022-11-25 11:08:20.007,3.0,,,['filter:V to R'],,
2022abgg_2022S-05,2022-11-25 11:08:20.007,2022-11-25 11:14:40.007,6.33,2h23m00.889992s,-9d11m49.08984s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 11:14:40.007,2022-11-25 11:18:20.007,3.67,,,['filter:R to V'],,
2022abic_2022S-05,2022-11-25 11:18:20.007,2022-11-25 11:24:40.007,6.33,2h59m09.286992s,-4d28m16.24008s,{'filter': 'V'},300,1
TransitionBlock,2022-11-25 11:24:40.007,2022-11-25 11:29:00.007,4.33,,,['filter:V to R'],,
C2022_R6_2022S-01,2022-11-25 11:35:20.012,2022-11-25 11:45:20.012,10.0,3h23m13.78s,-43d07m59.5s,{'filter': 'R'},120,3
TransitionBlock,2022-11-25 11:45:20.012,2022-11-25 11:46:20.012,1.0,,,[],,
2022_QE78_2022S-01,2022-11-25 11:46:40.013,2022-11-25 12:00:40.013,14.0,3h31m56.41s,-21d33m17.6s,{'filter': 'R'},60,6
TransitionBlock,2022-11-25 12:00:40.013,2022-11-25 12:01:20.013,0.67,,,[],,
2022abic_2022S-05,2022-11-25 12:01:20.013,2022-11-25 12:07:40.013,6.33,2h59m09.286992s,-4d28m16.24008s,{'filter': 'R'},300,1
TransitionBlock,2022-11-25 12:07:40.013,2022-11-25 12:11:40.013,4.0,,,['filter:R to V'],,
2022abid_2022S-05,2022-11-25 12:11:40.013,2022-11-25 12:18:00.013,6.33,2h07m19.492992s,-25d26m26.36988s,{'filter': 'V'},300,1
