target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_E3_22S01,2023-02-25 08:01:40.004,2023-02-25 08:51:40.004,50.0,4h38m05.2s,+3d44m59.7s,{'filter': 'R'},20,30
TransitionBlock,2023-02-25 08:51:40.004,2023-02-25 08:52:40.004,1.0,,,[],,
C2021_Y1_22S01,2023-02-25 08:52:40.004,2023-02-25 09:42:40.004,50.0,3h22m25.37s,-15d59m12.2s,{'filter': 'R'},20,30
TransitionBlock,2023-02-25 09:42:40.004,2023-02-25 09:44:00.004,1.33,,,[],,
C2021_S3_22S01,2023-02-25 09:44:00.004,2023-02-25 09:52:20.004,8.33,5h13m20.79s,-34d35m03.6s,{'filter': 'R'},20,5
TransitionBlock,2023-02-25 09:52:20.004,2023-02-25 09:54:00.004,1.67,,,[],,
C2021_G2_22S01,2023-02-25 09:54:20.009,2023-02-25 10:44:20.009,50.0,8h50m54.55s,-38d40m11.4s,{'filter': 'R'},20,30
TransitionBlock,2023-02-25 10:44:20.009,2023-02-25 10:45:40.009,1.33,,,[],,
C2022_A3_22S01,2023-02-25 10:46:00.010,2023-02-25 11:32:00.010,46.0,9h13m20.69s,-5d38m42.2s,{'filter': 'R'},30,25
TransitionBlock,2023-02-25 11:32:00.010,2023-02-25 11:32:40.010,0.67,,,[],,
C2022_E2_22S01,2023-02-25 11:33:00.012,2023-02-25 12:23:00.012,50.0,9h38m53.3s,-15d43m40.6s,{'filter': 'R'},20,30
TransitionBlock,2023-02-25 12:23:00.012,2023-02-25 12:26:00.012,3.0,,,[],,
C2014_UN271_22S01,2023-02-25 12:26:00.012,2023-02-25 12:33:00.012,7.0,2h31m23.42s,-58d38m00.4s,{'filter': 'R'},60,3
TransitionBlock,2023-02-25 12:33:00.012,2023-02-25 12:34:00.012,1.0,,,[],,
C2019_E3_22S01,2023-02-25 12:34:00.012,2023-02-25 13:16:00.012,42.0,5h10m24.23s,-73d53m03.9s,{'filter': 'R'},60,18
TransitionBlock,2023-02-25 13:16:00.012,2023-02-25 13:17:40.012,1.67,,,[],,
C2019_L3_22S01,2023-02-25 13:17:40.012,2023-02-25 14:07:40.012,50.0,9h19m48.71s,-35d14m17.2s,{'filter': 'R'},20,30
TransitionBlock,2023-02-25 14:07:40.012,2023-02-25 14:10:40.012,3.0,,,[],,
99P_22S01,2023-02-25 14:15:40.018,2023-02-25 14:57:40.018,42.0,16h24m00.68s,-23d43m21.4s,{'filter': 'R'},60,18
TransitionBlock,2023-02-25 14:57:40.018,2023-02-25 14:59:40.018,2.0,,,[],,
A2019_U5_22S01,2023-02-25 15:00:00.020,2023-02-25 15:42:00.020,42.0,13h02m19.81s,-0d08m23.3s,{'filter': 'R'},60,18
TransitionBlock,2023-02-25 15:42:00.020,2023-02-25 15:45:00.020,3.0,,,[],,
C2021_C5_22S01,2023-02-25 15:51:00.022,2023-02-25 16:37:00.022,46.0,17h35m39.36s,-72d09m46s,{'filter': 'R'},30,25
TransitionBlock,2023-02-25 16:37:00.022,2023-02-25 16:38:00.022,1.0,,,[],,
C2021_P4_22S01,2023-02-25 16:38:20.023,2023-02-25 17:24:20.023,46.0,21h28m32.09s,-62d34m31.5s,{'filter': 'R'},30,25
TransitionBlock,2023-02-25 17:24:20.023,2023-02-25 17:26:40.023,2.33,,,[],,
81P_22S01,2023-02-25 17:27:00.025,2023-02-25 17:35:20.025,8.33,16h47m39.48s,-18d46m23.1s,{'filter': 'R'},20,5
TransitionBlock,2023-02-25 17:35:20.025,2023-02-25 17:38:00.025,2.67,,,[],,
C2022_F1_22S01,2023-02-25 17:38:20.026,2023-02-25 17:41:40.026,3.33,22h16m20.25s,-57d54m59.3s,{'filter': 'R'},120,1
