target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2022abdh_22S05,2022-12-18 14:42:00.019,2022-12-18 14:48:20.019,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'R'},300,1
TransitionBlock,2022-12-18 14:48:20.019,2022-12-18 14:51:20.019,3.0,,,['filter:R to V'],,
2022abdh_22S05,2022-12-18 14:51:40.019,2022-12-18 14:58:00.019,6.33,8h39m08.044992s,-8d51m47.66004s,{'filter': 'V'},300,1
TransitionBlock,2022-12-18 14:58:00.019,2022-12-18 15:02:00.019,4.0,,,['filter:V to R'],,
2022acwj_22S05,2022-12-18 15:02:20.020,2022-12-18 15:08:40.020,6.33,9h14m24.340992s,-33d20m14.79984s,{'filter': 'R'},300,1
TransitionBlock,2022-12-18 15:08:40.020,2022-12-18 15:10:20.020,1.67,,,[],,
C2021_A9_22S01,2022-12-18 15:10:40.020,2022-12-18 15:14:00.020,3.33,8h49m47.19s,+13d42m44.9s,{'filter': 'R'},120,1
TransitionBlock,2022-12-18 15:14:00.020,2022-12-18 15:15:40.020,1.67,,,[],,
C2019_L3_22S01,2022-12-18 15:16:00.020,2022-12-18 16:06:00.020,50.0,9h59m41.49s,-28d02m53.3s,{'filter': 'R'},20,30
TransitionBlock,2022-12-18 16:06:00.020,2022-12-18 16:07:40.020,1.67,,,[],,
Shapley_Skymapper_22S05,2022-12-18 16:08:00.022,2022-12-18 16:14:20.022,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
