target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
22P_22S01,2023-01-11 08:57:40.007,2023-01-11 09:34:20.007,36.67,1h07m31.83s,+1d54m08.5s,{'filter': 'R'},120,11
TransitionBlock,2023-01-11 09:34:20.007,2023-01-11 09:36:40.007,2.33,,,[],,
C2014_UN271_22S01,2023-01-11 09:36:40.007,2023-01-11 09:43:40.007,7.0,2h28m01.57s,-60d24m55.8s,{'filter': 'R'},60,3
TransitionBlock,2023-01-11 09:43:40.007,2023-01-11 09:45:40.007,2.0,,,[],,
C2021_Y1_22S01,2023-01-11 09:45:40.007,2023-01-11 09:54:00.007,8.33,3h23m16.81s,-6d51m52.3s,{'filter': 'R'},20,5
TransitionBlock,2023-01-11 09:54:00.007,2023-01-11 09:57:00.007,3.0,,,[],,
C2022_F1_22S01,2023-01-11 09:57:00.007,2023-01-11 10:00:20.007,3.33,21h12m33.16s,-63d32m53.9s,{'filter': 'R'},120,1
TransitionBlock,2023-01-11 10:00:20.007,2023-01-11 10:05:20.007,5.0,,,['filter:R to V'],,
2022ucj_22S02,2023-01-11 10:05:20.007,2023-01-11 10:09:40.007,4.33,0h18m03.41s,-16d18m21.9s,{'filter': 'V'},180,1
TransitionBlock,2023-01-11 10:09:40.007,2023-01-11 10:11:20.007,1.67,,,[],,
2022ydv_22S02,2023-01-11 10:11:20.007,2023-01-11 10:15:40.007,4.33,1h18m55.45466667s,-60d39m14.26s,{'filter': 'V'},180,1
TransitionBlock,2023-01-11 10:15:40.007,2023-01-11 10:16:00.007,0.33,,,[],,
2021aefx_22S02,2023-01-11 10:16:00.007,2023-01-11 10:20:20.007,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2023-01-11 10:20:20.007,2023-01-11 10:25:20.007,5.0,,,['filter:V to R'],,
C2021_S3_22S01,2023-01-11 10:25:40.010,2023-01-11 11:15:40.010,50.0,5h34m23.81s,-38d30m09.2s,{'filter': 'R'},20,30
TransitionBlock,2023-01-11 11:15:40.010,2023-01-11 11:17:00.010,1.33,,,[],,
C2019_E3_22S01,2023-01-11 11:18:40.012,2023-01-11 12:00:40.012,42.0,6h25m12.26s,-76d33m49.4s,{'filter': 'R'},60,18
TransitionBlock,2023-01-11 12:00:40.012,2023-01-11 12:02:20.012,1.67,,,[],,
C2021_G2_22S01,2023-01-11 12:02:40.013,2023-01-11 12:52:40.013,50.0,9h08m57.34s,-39d02m09.7s,{'filter': 'R'},20,30
TransitionBlock,2023-01-11 12:52:40.013,2023-01-11 12:53:20.013,0.67,,,[],,
C2021_E3_22S01,2023-01-11 12:53:40.015,2023-01-11 13:43:40.015,50.0,8h09m58.79s,-40d27m25.1s,{'filter': 'R'},20,30
TransitionBlock,2023-01-11 13:43:40.015,2023-01-11 13:45:40.015,2.0,,,[],,
C2021_A9_22S01,2023-01-11 13:46:00.017,2023-01-11 13:49:20.017,3.33,8h31m11.15s,+14d07m46.7s,{'filter': 'R'},120,1
TransitionBlock,2023-01-11 13:49:20.017,2023-01-11 13:53:00.017,3.67,,,[],,
C2021_C5_22S01,2023-01-11 13:53:20.017,2023-01-11 14:39:20.017,46.0,15h00m16.91s,-63d05m00.5s,{'filter': 'R'},30,25
TransitionBlock,2023-01-11 14:39:20.017,2023-01-11 14:41:20.017,2.0,,,[],,
C2019_L3_22S01,2023-01-11 14:41:40.019,2023-01-11 15:31:40.019,50.0,9h50m48.47s,-32d15m08.7s,{'filter': 'R'},20,30
TransitionBlock,2023-01-11 15:31:40.019,2023-01-11 15:32:40.019,1.0,,,[],,
97P_22S01,2023-01-11 15:32:40.019,2023-01-11 15:36:00.019,3.33,9h13m00.47s,-3d46m08.2s,{'filter': 'R'},120,1
TransitionBlock,2023-01-11 15:36:00.019,2023-01-11 15:38:20.019,2.33,,,[],,
A2019_U5_22S01,2023-01-11 15:45:00.021,2023-01-11 16:27:00.021,42.0,13h48m36.99s,+2d48m12.2s,{'filter': 'R'},60,18
TransitionBlock,2023-01-11 16:27:00.021,2023-01-11 16:28:20.021,1.33,,,[],,
Shapley_Skymapper_22S05,2023-01-11 16:28:40.023,2023-01-11 16:35:00.023,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
