target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
445P_2022S-01,2022-11-20 08:24:00.005,2022-11-20 08:55:40.005,31.67,23h16m31.25s,-6d00m28.4s,{'filter': 'R'},300,5
TransitionBlock,2022-11-20 08:55:40.005,2022-11-20 08:57:00.005,1.33,,,[],,
A2021_X2_2022S-01,2022-11-20 08:58:20.007,2022-11-20 09:35:00.007,36.67,0h34m47.05s,-35d37m49.5s,{'filter': 'R'},120,11
TransitionBlock,2022-11-20 09:35:00.007,2022-11-20 09:36:20.007,1.33,,,[],,
2022jzx_2022S-05,2022-11-20 09:41:00.008,2022-11-20 09:47:20.008,6.33,1h02m09.856992s,-4d14m06.54s,{'filter': 'R'},300,1
TransitionBlock,2022-11-20 09:47:20.008,2022-11-20 09:48:00.008,0.67,,,[],,
C2021_T4_2022S-01,2022-11-20 09:52:20.009,2022-11-20 10:42:20.009,50.0,1h35m32.95s,-10d41m35s,{'filter': 'R'},20,30
TransitionBlock,2022-11-20 10:42:20.009,2022-11-20 10:45:00.009,2.67,,,[],,
C2022_F1_2022S-01,2022-11-20 10:45:00.009,2022-11-20 11:21:40.009,36.67,19h38m51.93s,-71d21m11s,{'filter': 'R'},120,11
TransitionBlock,2022-11-20 11:21:40.009,2022-11-20 11:25:20.009,3.67,,,[],,
2022xix_2022S-05,2022-11-20 11:27:00.012,2022-11-20 11:33:20.012,6.33,4h15m07.435008s,-0d55m59.73996s,{'filter': 'R'},300,1
TransitionBlock,2022-11-20 11:33:20.012,2022-11-20 11:34:00.012,0.67,,,[],,
2022xhd_2022S-05,2022-11-20 11:34:20.012,2022-11-20 11:40:40.012,6.33,3h39m32.199s,-17d39m51.78996s,{'filter': 'R'},300,1
TransitionBlock,2022-11-20 11:40:40.012,2022-11-20 11:43:40.012,3.0,,,['filter:R to V'],,
2022xhd_2022S-05,2022-11-20 11:44:00.013,2022-11-20 11:50:20.013,6.33,3h39m32.199s,-17d39m51.78996s,{'filter': 'V'},300,1
TransitionBlock,2022-11-20 11:50:20.013,2022-11-20 11:53:40.013,3.33,,,['filter:V to R'],,
2022_QE78_2022S-01,2022-11-20 11:54:00.013,2022-11-20 12:36:00.013,42.0,3h33m36.85s,-21d33m58.7s,{'filter': 'R'},60,18
TransitionBlock,2022-11-20 12:36:00.013,2022-11-20 12:37:00.013,1.0,,,[],,
C2022_R6_2022S-01,2022-11-20 12:37:00.013,2022-11-20 13:13:40.013,36.67,3h25m01.48s,-43d07m27.5s,{'filter': 'R'},120,11
TransitionBlock,2022-11-20 13:13:40.013,2022-11-20 13:15:40.013,2.0,,,[],,
P2021_R1_2022S-01,2022-11-20 13:15:40.013,2022-11-20 13:47:20.013,31.67,2h18m34.41s,+6d57m11.6s,{'filter': 'R'},300,5
TransitionBlock,2022-11-20 13:47:20.013,2022-11-20 13:49:40.013,2.33,,,[],,
2022aaiw_2022S-05,2022-11-20 13:55:20.017,2022-11-20 14:01:40.017,6.33,6h10m11.170992s,-27d35m53.17008s,{'filter': 'R'},300,1
TransitionBlock,2022-11-20 14:01:40.017,2022-11-20 14:04:40.017,3.0,,,['filter:R to V'],,
2022aaiw_2022S-05,2022-11-20 14:05:00.018,2022-11-20 14:11:20.018,6.33,6h10m11.170992s,-27d35m53.17008s,{'filter': 'V'},300,1
TransitionBlock,2022-11-20 14:11:20.018,2022-11-20 14:16:40.018,5.33,,,['filter:V to R'],,
C2022_E2_2022S-01,2022-11-20 14:17:00.018,2022-11-20 15:03:00.018,46.0,10h34m27.2s,-19d31m41.6s,{'filter': 'R'},30,25
TransitionBlock,2022-11-20 15:03:00.018,2022-11-20 15:04:00.018,1.0,,,[],,
C2021_G2_2022S-01,2022-11-20 15:04:20.020,2022-11-20 15:50:20.020,46.0,9h13m12.1s,-34d31m23.5s,{'filter': 'R'},30,25
TransitionBlock,2022-11-20 15:50:20.020,2022-11-20 15:51:40.020,1.33,,,[],,
97P_2022S-01,2022-11-20 15:52:00.022,2022-11-20 16:23:40.022,31.67,9h16m54.68s,-2d05m19.9s,{'filter': 'R'},300,5
