target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2019_F1_22S01,2023-01-16 08:54:40.006,2023-01-16 09:36:40.006,42.0,1h15m28.27s,-16d54m12s,{'filter': 'R'},60,18
TransitionBlock,2023-01-16 09:36:40.006,2023-01-16 09:37:20.006,0.67,,,[],,
22P_22S01,2023-01-16 09:37:20.006,2023-01-16 09:40:40.006,3.33,1h10m55.21s,+2d21m43.1s,{'filter': 'R'},120,1
TransitionBlock,2023-01-16 09:40:40.006,2023-01-16 09:43:00.006,2.33,,,[],,
C2014_UN271_22S01,2023-01-16 09:43:00.006,2023-01-16 09:50:00.006,7.0,2h27m44.42s,-60d15m39.8s,{'filter': 'R'},60,3
TransitionBlock,2023-01-16 09:50:00.006,2023-01-16 09:51:20.006,1.33,,,[],,
C2022_F1_22S01,2023-01-16 09:51:20.006,2023-01-16 09:54:40.006,3.33,21h19m04.63s,-62d57m55s,{'filter': 'R'},120,1
TransitionBlock,2023-01-16 09:54:40.006,2023-01-16 09:57:00.006,2.33,,,[],,
C2021_S3_22S01,2023-01-16 09:58:20.009,2023-01-16 10:48:20.009,50.0,5h31m16.39s,-38d22m15.8s,{'filter': 'R'},20,30
TransitionBlock,2023-01-16 10:48:20.009,2023-01-16 10:49:40.009,1.33,,,[],,
C2019_E3_22S01,2023-01-16 10:50:00.011,2023-01-16 11:32:00.011,42.0,6h15m57.92s,-76d30m00.6s,{'filter': 'R'},60,18
TransitionBlock,2023-01-16 11:32:00.011,2023-01-16 11:33:40.011,1.67,,,[],,
C2021_G2_22S01,2023-01-16 11:39:20.012,2023-01-16 12:29:20.012,50.0,9h07m31.49s,-39d12m29s,{'filter': 'R'},20,30
TransitionBlock,2023-01-16 12:29:20.012,2023-01-16 12:30:00.012,0.67,,,[],,
C2021_E3_22S01,2023-01-16 12:30:20.014,2023-01-16 13:20:20.014,50.0,8h00m06.6s,-39d21m10.3s,{'filter': 'R'},20,30
TransitionBlock,2023-01-16 13:20:20.014,2023-01-16 13:22:20.014,2.0,,,[],,
C2021_A9_22S01,2023-01-16 13:22:40.016,2023-01-16 13:26:00.016,3.33,8h27m42.86s,+14d13m04.9s,{'filter': 'R'},120,1
TransitionBlock,2023-01-16 13:26:00.016,2023-01-16 13:29:40.016,3.67,,,[],,
C2021_C5_22S01,2023-01-16 13:31:20.017,2023-01-16 14:17:20.017,46.0,15h12m21.81s,-64d08m49.9s,{'filter': 'R'},30,25
TransitionBlock,2023-01-16 14:17:20.017,2023-01-16 14:19:20.017,2.0,,,[],,
C2019_L3_22S01,2023-01-16 14:19:40.018,2023-01-16 15:09:40.018,50.0,9h48m28.26s,-32d48m22.6s,{'filter': 'R'},20,30
TransitionBlock,2023-01-16 15:09:40.018,2023-01-16 15:11:00.018,1.33,,,[],,
97P_22S01,2023-01-16 15:11:00.018,2023-01-16 15:14:20.018,3.33,9h10m43.07s,-3d35m29.3s,{'filter': 'R'},120,1
TransitionBlock,2023-01-16 15:14:20.018,2023-01-16 15:15:00.018,0.67,,,[],,
C2022_A3_22S01,2023-01-16 15:15:00.018,2023-01-16 15:22:20.018,7.33,10h06m45.58s,-1d20m54.9s,{'filter': 'R'},30,4
TransitionBlock,2023-01-16 15:22:20.018,2023-01-16 15:23:20.018,1.0,,,[],,
2022adbx_22S05,2023-01-16 15:23:40.021,2023-01-16 15:30:00.021,6.33,11h22m33.6s,+20d41m59.93016s,{'filter': 'R'},300,1
TransitionBlock,2023-01-16 15:30:00.021,2023-01-16 15:31:20.021,1.33,,,[],,
2022aduk_22S05,2023-01-16 15:31:40.021,2023-01-16 15:38:00.021,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-16 15:38:00.021,2023-01-16 15:40:20.021,2.33,,,[],,
81P_22S01,2023-01-16 15:42:00.021,2023-01-16 15:50:20.021,8.33,15h10m53.58s,-15d06m36.8s,{'filter': 'R'},20,5
TransitionBlock,2023-01-16 15:50:20.021,2023-01-16 15:51:20.021,1.0,,,[],,
A2019_U5_22S01,2023-01-16 15:51:40.022,2023-01-16 16:33:40.022,42.0,13h46m44.9s,+2d27m59.2s,{'filter': 'R'},60,18
TransitionBlock,2023-01-16 16:33:40.022,2023-01-16 16:35:00.022,1.33,,,[],,
Shapley_Skymapper_22S05,2023-01-16 16:35:20.023,2023-01-16 16:41:40.023,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
