target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2022udc_22S02,2022-11-28 09:28:40.007,2022-11-28 09:33:00.007,4.33,0h17m35.41133333s,-10d18m30.38s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 09:33:00.007,2022-11-28 09:33:20.007,0.33,,,[],,
2022ssk_22S02,2022-11-28 09:33:20.007,2022-11-28 09:37:40.007,4.33,0h09m57.90333333s,-5d50m54.29s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 09:37:40.007,2022-11-28 09:38:00.007,0.33,,,[],,
2022ihz_22S02,2022-11-28 09:38:00.007,2022-11-28 09:42:20.007,4.33,0h38m51.21533333s,-3d36m25.46s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 09:42:20.007,2022-11-28 09:43:00.007,0.67,,,[],,
2022vye_22S02,2022-11-28 09:43:20.008,2022-11-28 09:47:40.008,4.33,1h35m13.20466667s,+2d20m28.25s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 09:47:40.008,2022-11-28 09:50:00.008,2.33,,,[],,
2022ydv_22S02,2022-11-28 09:50:00.008,2022-11-28 09:54:20.008,4.33,1h18m55.45466667s,-60d39m14.26s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 09:54:20.008,2022-11-28 09:55:40.008,1.33,,,[],,
2022tiv_22S02,2022-11-28 09:55:40.008,2022-11-28 10:00:00.008,4.33,1h25m35.83s,-22d44m07.39s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:00:00.008,2022-11-28 10:01:40.008,1.67,,,[],,
2022wsq_22S02,2022-11-28 10:01:40.008,2022-11-28 10:06:00.008,4.33,0h05m19.97s,+15d36m09.83s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:06:00.008,2022-11-28 10:07:00.008,1.0,,,[],,
2022wbc_22S02,2022-11-28 10:07:00.008,2022-11-28 10:11:20.008,4.33,1h28m31.91933333s,+7d08m07.43s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:11:20.008,2022-11-28 10:12:20.008,1.0,,,[],,
2022ywf_22S02,2022-11-28 10:12:20.008,2022-11-28 10:16:40.008,4.33,0h05m28.81333333s,+0d57m23.59s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:16:40.008,2022-11-28 10:18:40.008,2.0,,,[],,
2021aefx_22S02,2022-11-28 10:18:40.008,2022-11-28 10:23:00.008,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:23:00.008,2022-11-28 10:25:00.008,2.0,,,[],,
2022aaaw_22S02,2022-11-28 10:25:00.008,2022-11-28 10:29:20.008,4.33,0h04m24.71s,+1d21m42.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:29:20.008,2022-11-28 10:29:40.008,0.33,,,[],,
2022zxj_22S02,2022-11-28 10:29:40.008,2022-11-28 10:34:00.008,4.33,0h00m03.43866667s,-2d18m02.81s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:34:00.008,2022-11-28 10:34:40.008,0.67,,,[],,
2022zut_22S02,2022-11-28 10:34:40.008,2022-11-28 10:39:00.008,4.33,0h46m43.92133333s,+11d28m10.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:39:00.008,2022-11-28 10:39:40.008,0.67,,,[],,
2022yxp_22S02,2022-11-28 10:39:40.008,2022-11-28 10:44:00.008,4.33,0h19m44.37466667s,+1d49m06.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:44:00.008,2022-11-28 10:45:00.008,1.0,,,[],,
2022xxu_22S02,2022-11-28 10:45:00.008,2022-11-28 10:49:20.008,4.33,1h23m44.00733333s,+17d48m13.52s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:49:20.008,2022-11-28 10:51:00.008,1.67,,,[],,
2022ydu_22S02,2022-11-28 10:51:00.008,2022-11-28 10:55:20.008,4.33,0h43m09.39133333s,-24d27m04.27s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 10:55:20.008,2022-11-28 10:56:20.008,1.0,,,[],,
2022xbu_22S02,2022-11-28 10:56:20.008,2022-11-28 11:00:40.008,4.33,1h25m19.71333333s,-6d26m14.96s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 11:00:40.008,2022-11-28 11:05:40.008,5.0,,,['filter:V to R'],,
C2014_UN271_22S01,2022-11-28 11:05:40.008,2022-11-28 11:09:00.008,3.33,2h37m53.16s,-61d26m59s,{'filter': 'R'},120,1
TransitionBlock,2022-11-28 11:09:00.008,2022-11-28 11:09:40.008,0.67,,,[],,
C2022_R6_22S01,2022-11-28 11:15:20.012,2022-11-28 11:18:40.012,3.33,3h22m10.31s,-43d06m59.5s,{'filter': 'R'},120,1
TransitionBlock,2022-11-28 11:18:40.012,2022-11-28 11:19:40.012,1.0,,,[],,
2022_QE78_22S01,2022-11-28 11:20:00.012,2022-11-28 12:02:00.012,42.0,3h30m56.76s,-21d31m49.8s,{'filter': 'R'},60,18
TransitionBlock,2022-11-28 12:02:00.012,2022-11-28 12:04:40.012,2.67,,,[],,
C2022_F1_22S01,2022-11-28 12:04:40.012,2022-11-28 12:41:20.012,36.67,19h54m53.09s,-70d07m23.1s,{'filter': 'R'},120,11
TransitionBlock,2022-11-28 12:41:20.012,2022-11-28 12:43:40.012,2.33,,,[],,
C2019_F1_22S01,2022-11-28 12:43:40.012,2022-11-28 13:29:40.012,46.0,1h19m54.81s,-23d19m51.7s,{'filter': 'R'},30,25
TransitionBlock,2022-11-28 13:29:40.012,2022-11-28 13:31:40.012,2.0,,,[],,
C2021_Y1_22S01,2022-11-28 13:31:40.012,2022-11-28 13:40:00.012,8.33,4h23m19.67s,+12d48m31s,{'filter': 'R'},20,5
TransitionBlock,2022-11-28 13:40:00.012,2022-11-28 13:40:40.012,0.67,,,[],,
2022yxp_22S05,2022-11-28 13:40:40.012,2022-11-28 13:47:00.012,6.33,4h56m05.623992s,+1d49m06.89988s,{'filter': 'R'},300,1
TransitionBlock,2022-11-28 13:47:00.012,2022-11-28 13:48:40.012,1.67,,,[],,
2022yjy_22S05,2022-11-28 13:50:00.017,2022-11-28 13:56:20.017,6.33,7h41m40.863s,+8d59m54.83004s,{'filter': 'R'},300,1
TransitionBlock,2022-11-28 13:56:20.017,2022-11-28 13:59:20.017,3.0,,,[],,
C2019_E3_22S01,2022-11-28 13:59:40.018,2022-11-28 14:41:40.018,42.0,7h51m37.94s,-74d22m57.1s,{'filter': 'R'},60,18
TransitionBlock,2022-11-28 14:41:40.018,2022-11-28 14:43:40.018,2.0,,,[],,
C2022_E2_22S01,2022-11-28 14:44:00.019,2022-11-28 15:30:00.019,46.0,10h33m55.27s,-19d45m04.1s,{'filter': 'R'},30,25
TransitionBlock,2022-11-28 15:30:00.019,2022-11-28 15:31:00.019,1.0,,,[],,
157P_22S01,2022-11-28 15:31:20.021,2022-11-28 16:17:20.021,46.0,10h45m51.3s,+2d30m23s,{'filter': 'R'},30,25
