target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
73P-JD001_22S01,2022-11-28 08:35:00.006,2022-11-28 08:42:20.006,7.33,21h00m59.96s,-28d03m05.7s,{'filter': 'R'},30,4
TransitionBlock,2022-11-28 08:42:20.006,2022-11-28 08:43:00.006,0.67,,,[],,
73P-BU_22S01,2022-11-28 08:43:00.006,2022-11-28 08:50:00.006,7.0,21h52m15.59s,-24d42m58.5s,{'filter': 'R'},60,3
TransitionBlock,2022-11-28 08:50:00.006,2022-11-28 08:50:20.006,0.33,,,[],,
73P-BV_22S01,2022-11-28 08:50:20.006,2022-11-28 08:57:20.006,7.0,21h43m48.23s,-25d21m09.1s,{'filter': 'R'},60,3
TransitionBlock,2022-11-28 08:57:20.006,2022-11-28 08:58:20.006,1.0,,,[],,
395P_22S01,2022-11-28 08:58:20.006,2022-11-28 09:01:40.006,3.33,23h02m03.66s,-3d29m34s,{'filter': 'R'},120,1
TransitionBlock,2022-11-28 09:01:40.006,2022-11-28 09:02:40.006,1.0,,,[],,
2060_22S01,2022-11-28 09:02:40.006,2022-11-28 09:06:00.006,3.33,0h40m51.7s,+6d24m48.1s,{'filter': 'R'},120,1
TransitionBlock,2022-11-28 09:06:00.006,2022-11-28 09:06:40.006,0.67,,,[],,
2022jzx_22S05,2022-11-28 09:09:20.007,2022-11-28 09:15:40.007,6.33,1h02m09.856992s,-4d14m06.54s,{'filter': 'R'},300,1
TransitionBlock,2022-11-28 09:15:40.007,2022-11-28 09:19:20.007,3.67,,,['filter:R to V'],,
2022xhd _22S02,2022-11-28 09:19:20.007,2022-11-28 09:23:40.007,4.33,0h14m38.14666667s,-17d39m51.56s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 09:23:40.007,2022-11-28 09:24:00.007,0.33,,,[],,
2022ucj_22S02,2022-11-28 09:24:00.007,2022-11-28 09:28:20.007,4.33,0h18m03.41s,-16d18m21.9s,{'filter': 'V'},180,1
TransitionBlock,2022-11-28 09:28:20.007,2022-11-28 09:28:40.007,0.33,,,[],,
