target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_E3_22S01,2023-02-28 07:56:40.004,2023-02-28 08:46:40.004,50.0,4h38m16.35s,+1d45m22.1s,{'filter': 'R'},20,30
TransitionBlock,2023-02-28 08:46:40.004,2023-02-28 08:47:40.004,1.0,,,[],,
C2021_Y1_22S01,2023-02-28 08:47:40.004,2023-02-28 09:37:40.004,50.0,3h24m18.51s,-16d21m29.5s,{'filter': 'R'},20,30
TransitionBlock,2023-02-28 09:37:40.004,2023-02-28 09:39:00.004,1.33,,,[],,
C2021_S3_22S01,2023-02-28 09:39:00.004,2023-02-28 09:47:20.004,8.33,5h13m11.04s,-34d11m58.2s,{'filter': 'R'},20,5
TransitionBlock,2023-02-28 09:47:20.004,2023-02-28 09:48:40.004,1.33,,,[],,
C2014_UN271_22S01,2023-02-28 09:48:40.004,2023-02-28 09:55:40.004,7.0,2h32m03.98s,-58d31m27.4s,{'filter': 'R'},60,3
TransitionBlock,2023-02-28 09:55:40.004,2023-02-28 09:56:40.004,1.0,,,[],,
C2022_R6_22S01,2023-02-28 09:56:40.004,2023-02-28 10:00:00.004,3.33,3h19m05.86s,-36d59m29.9s,{'filter': 'R'},120,1
TransitionBlock,2023-02-28 10:00:00.004,2023-02-28 10:04:20.004,4.33,,,['filter:R to V'],,
2022ydv_22S02,2023-02-28 10:04:20.004,2023-02-28 10:08:40.004,4.33,1h18m55.45466667s,-60d39m14.26s,{'filter': 'V'},180,1
TransitionBlock,2023-02-28 10:08:40.004,2023-02-28 10:15:00.004,6.33,,,['filter:V to R'],,
C2022_A3_22S01,2023-02-28 10:31:20.010,2023-02-28 11:17:20.010,46.0,9h09m20.47s,-5d51m27.9s,{'filter': 'R'},30,25
TransitionBlock,2023-02-28 11:17:20.010,2023-02-28 11:18:00.010,0.67,,,[],,
C2022_E2_22S01,2023-02-28 11:18:20.012,2023-02-28 12:08:20.012,50.0,9h36m09.49s,-15d18m00.6s,{'filter': 'R'},20,30
TransitionBlock,2023-02-28 12:08:20.012,2023-02-28 12:09:20.012,1.0,,,[],,
C2021_G2_22S01,2023-02-28 12:09:20.012,2023-02-28 12:59:20.012,50.0,8h49m52.21s,-38d28m39.3s,{'filter': 'R'},20,30
TransitionBlock,2023-02-28 12:59:20.012,2023-02-28 13:01:00.012,1.67,,,[],,
C2019_E3_22S01,2023-02-28 13:01:00.012,2023-02-28 13:43:00.012,42.0,5h07m52.99s,-73d36m46.9s,{'filter': 'R'},60,18
TransitionBlock,2023-02-28 13:43:00.012,2023-02-28 13:44:40.012,1.67,,,[],,
C2019_L3_22S01,2023-02-28 13:44:40.012,2023-02-28 14:34:40.012,50.0,9h17m51.74s,-35d12m17s,{'filter': 'R'},20,30
TransitionBlock,2023-02-28 14:34:40.012,2023-02-28 14:37:00.012,2.33,,,[],,
A2019_U5_22S01,2023-02-28 14:43:00.019,2023-02-28 15:25:00.019,42.0,12h57m07.63s,-0d17m05.9s,{'filter': 'R'},60,18
TransitionBlock,2023-02-28 15:25:00.019,2023-02-28 15:28:00.019,3.0,,,[],,
C2021_C5_22S01,2023-02-28 15:55:20.022,2023-02-28 16:41:20.022,46.0,17h47m11.28s,-72d31m58.4s,{'filter': 'R'},30,25
TransitionBlock,2023-02-28 16:41:20.022,2023-02-28 16:42:20.022,1.0,,,[],,
C2021_P4_22S01,2023-02-28 16:42:40.024,2023-02-28 17:28:40.024,46.0,21h36m00.98s,-62d23m21.5s,{'filter': 'R'},30,25
TransitionBlock,2023-02-28 17:28:40.024,2023-02-28 17:31:00.024,2.33,,,[],,
81P_22S01,2023-02-28 17:31:20.025,2023-02-28 17:39:40.025,8.33,16h53m23.74s,-18d51m48.5s,{'filter': 'R'},20,5
TransitionBlock,2023-02-28 17:39:40.025,2023-02-28 17:42:00.025,2.33,,,[],,
C2022_F1_22S01,2023-02-28 17:42:20.026,2023-02-28 17:45:40.026,3.33,22h19m57.71s,-57d36m51.8s,{'filter': 'R'},120,1
