target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_F1_2022S-01,2022-11-19 08:22:20.005,2022-11-19 08:59:00.005,36.67,19h36m51.3s,-71d30m14.8s,{'filter': 'R'},120,11
TransitionBlock,2022-11-19 08:59:00.005,2022-11-19 09:01:00.005,2.0,,,[],,
A2021_X2_2022S-01,2022-11-19 09:04:00.007,2022-11-19 09:40:40.007,36.67,0h36m31.06s,-35d32m51s,{'filter': 'R'},120,11
TransitionBlock,2022-11-19 09:40:40.007,2022-11-19 09:42:00.007,1.33,,,[],,
2022jzx_2022S-05,2022-11-19 09:45:00.008,2022-11-19 09:51:20.008,6.33,1h02m09.856992s,-4d14m06.54s,{'filter': 'R'},300,1
TransitionBlock,2022-11-19 09:51:20.008,2022-11-19 09:52:00.008,0.67,,,[],,
C2021_T4_2022S-01,2022-11-19 09:58:00.009,2022-11-19 10:48:00.009,50.0,1h37m24.39s,-10d32m21.5s,{'filter': 'R'},20,30
TransitionBlock,2022-11-19 10:48:00.009,2022-11-19 10:49:20.009,1.33,,,[],,
395P_2022S-01,2022-11-19 10:49:20.009,2022-11-19 11:26:00.009,36.67,22h59m18.13s,-3d38m21.3s,{'filter': 'R'},120,11
TransitionBlock,2022-11-19 11:26:00.009,2022-11-19 11:28:40.009,2.67,,,[],,
2022xix_2022S-05,2022-11-19 11:31:20.012,2022-11-19 11:37:40.012,6.33,4h15m07.435008s,-0d55m59.73996s,{'filter': 'R'},300,1
TransitionBlock,2022-11-19 11:37:40.012,2022-11-19 11:38:20.012,0.67,,,[],,
2022xhd_2022S-05,2022-11-19 11:38:40.012,2022-11-19 11:45:00.012,6.33,3h39m32.199s,-17d39m51.78996s,{'filter': 'R'},300,1
TransitionBlock,2022-11-19 11:45:00.012,2022-11-19 11:48:00.012,3.0,,,['filter:R to V'],,
2022xhd_2022S-05,2022-11-19 11:48:20.013,2022-11-19 11:54:40.013,6.33,3h39m32.199s,-17d39m51.78996s,{'filter': 'V'},300,1
TransitionBlock,2022-11-19 11:54:40.013,2022-11-19 11:58:00.013,3.33,,,['filter:V to R'],,
2022_QE78_2022S-01,2022-11-19 11:58:20.013,2022-11-19 12:40:20.013,42.0,3h33m56.65s,-21d33m51.6s,{'filter': 'R'},60,18
TransitionBlock,2022-11-19 12:40:20.013,2022-11-19 12:41:20.013,1.0,,,[],,
C2022_R6_2022S-01,2022-11-19 12:41:20.013,2022-11-19 13:18:00.013,36.67,3h25m22.79s,-43d07m01.9s,{'filter': 'R'},120,11
TransitionBlock,2022-11-19 13:18:00.013,2022-11-19 13:20:00.013,2.0,,,[],,
P2021_R1_2022S-01,2022-11-19 13:20:00.013,2022-11-19 13:51:40.013,31.67,2h18m56.64s,+6d58m40.6s,{'filter': 'R'},300,5
TransitionBlock,2022-11-19 13:51:40.013,2022-11-19 13:54:00.013,2.33,,,[],,
2022aaiw_2022S-05,2022-11-19 13:56:00.017,2022-11-19 14:02:20.017,6.33,6h10m11.170992s,-27d35m53.17008s,{'filter': 'R'},300,1
TransitionBlock,2022-11-19 14:02:20.017,2022-11-19 14:05:20.017,3.0,,,['filter:R to V'],,
2022aaiw_2022S-05,2022-11-19 14:05:40.018,2022-11-19 14:12:00.018,6.33,6h10m11.170992s,-27d35m53.17008s,{'filter': 'V'},300,1
TransitionBlock,2022-11-19 14:12:00.018,2022-11-19 14:17:20.018,5.33,,,['filter:V to R'],,
C2022_E2_2022S-01,2022-11-19 14:17:40.018,2022-11-19 15:03:40.018,46.0,10h34m28.4s,-19d29m55.4s,{'filter': 'R'},30,25
TransitionBlock,2022-11-19 15:03:40.018,2022-11-19 15:04:40.018,1.0,,,[],,
C2021_G2_2022S-01,2022-11-19 15:05:00.020,2022-11-19 15:51:00.020,46.0,9h13m00.88s,-34d24m47.5s,{'filter': 'R'},30,25
TransitionBlock,2022-11-19 15:51:00.020,2022-11-19 15:52:20.020,1.33,,,[],,
97P_2022S-01,2022-11-19 15:52:40.022,2022-11-19 16:24:20.022,31.67,9h16m29.22s,-2d00m13.2s,{'filter': 'R'},300,5
