target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
22P_22S01,2023-01-13 08:56:40.006,2023-01-13 09:33:20.006,36.67,1h08m38.85s,+2d03m19.1s,{'filter': 'R'},120,11
TransitionBlock,2023-01-13 09:33:20.006,2023-01-13 09:35:40.006,2.33,,,[],,
C2014_UN271_22S01,2023-01-13 09:35:40.006,2023-01-13 09:42:40.006,7.0,2h27m54.99s,-60d21m51.7s,{'filter': 'R'},60,3
TransitionBlock,2023-01-13 09:42:40.006,2023-01-13 09:44:40.006,2.0,,,[],,
C2021_Y1_22S01,2023-01-13 09:44:40.006,2023-01-13 09:53:00.006,8.33,3h22m16.39s,-7d18m09.9s,{'filter': 'R'},20,5
TransitionBlock,2023-01-13 09:53:00.006,2023-01-13 09:56:00.006,3.0,,,[],,
C2022_F1_22S01,2023-01-13 09:56:00.006,2023-01-13 09:59:20.006,3.33,21h14m45.34s,-63d21m06.1s,{'filter': 'R'},120,1
TransitionBlock,2023-01-13 09:59:20.006,2023-01-13 10:04:20.006,5.0,,,['filter:R to V'],,
2022ucj_22S02,2023-01-13 10:04:20.006,2023-01-13 10:08:40.006,4.33,0h18m03.41s,-16d18m21.9s,{'filter': 'V'},180,1
TransitionBlock,2023-01-13 10:08:40.006,2023-01-13 10:14:20.006,5.67,,,['filter:V to R'],,
C2021_S3_22S01,2023-01-13 10:16:40.009,2023-01-13 11:06:40.009,50.0,5h33m19.98s,-38d27m54s,{'filter': 'R'},20,30
TransitionBlock,2023-01-13 11:06:40.009,2023-01-13 11:08:00.009,1.33,,,[],,
C2019_E3_22S01,2023-01-13 11:08:00.009,2023-01-13 11:50:00.009,42.0,6h22m04.92s,-76d32m52s,{'filter': 'R'},60,18
TransitionBlock,2023-01-13 11:50:00.009,2023-01-13 11:51:40.009,1.67,,,[],,
C2021_G2_22S01,2023-01-13 11:53:40.013,2023-01-13 12:43:40.013,50.0,9h08m29.36s,-39d05m52.7s,{'filter': 'R'},20,30
TransitionBlock,2023-01-13 12:43:40.013,2023-01-13 12:44:20.013,0.67,,,[],,
C2021_E3_22S01,2023-01-13 12:44:40.015,2023-01-13 13:34:40.015,50.0,8h06m38.18s,-40d06m10.7s,{'filter': 'R'},20,30
TransitionBlock,2023-01-13 13:34:40.015,2023-01-13 13:36:40.015,2.0,,,[],,
C2021_A9_22S01,2023-01-13 13:37:00.017,2023-01-13 13:40:20.017,3.33,8h30m01.73s,+14d09m32.1s,{'filter': 'R'},120,1
TransitionBlock,2023-01-13 13:40:20.017,2023-01-13 13:44:00.017,3.67,,,[],,
C2021_C5_22S01,2023-01-13 13:44:40.017,2023-01-13 14:30:40.017,46.0,15h04m16.93s,-63d26m38.4s,{'filter': 'R'},30,25
TransitionBlock,2023-01-13 14:30:40.017,2023-01-13 14:32:40.017,2.0,,,[],,
C2019_L3_22S01,2023-01-13 14:33:00.019,2023-01-13 15:23:00.019,50.0,9h50m02.87s,-32d26m37.6s,{'filter': 'R'},20,30
TransitionBlock,2023-01-13 15:23:00.019,2023-01-13 15:24:20.019,1.33,,,[],,
97P_22S01,2023-01-13 15:24:20.019,2023-01-13 15:27:40.019,3.33,9h12m15.71s,-3d42m54.2s,{'filter': 'R'},120,1
TransitionBlock,2023-01-13 15:27:40.019,2023-01-13 15:28:20.019,0.67,,,[],,
C2022_A3_22S01,2023-01-13 15:28:20.019,2023-01-13 15:35:40.019,7.33,10h09m34.58s,-0d59m15.3s,{'filter': 'R'},30,4
TransitionBlock,2023-01-13 15:35:40.019,2023-01-13 15:36:40.019,1.0,,,[],,
2022adbx_22S05,2023-01-13 15:39:40.021,2023-01-13 15:46:00.021,6.33,11h22m33.6s,+20d41m59.93016s,{'filter': 'R'},300,1
TransitionBlock,2023-01-13 15:46:00.021,2023-01-13 15:47:20.021,1.33,,,[],,
A2019_U5_22S01,2023-01-13 15:47:40.022,2023-01-13 16:29:40.022,42.0,13h48m02.03s,+2d41m19.5s,{'filter': 'R'},60,18
TransitionBlock,2023-01-13 16:29:40.022,2023-01-13 16:31:00.022,1.33,,,[],,
Shapley_Skymapper_22S05,2023-01-13 16:31:20.023,2023-01-13 16:37:40.023,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
