target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
22P_22S01,2023-01-17 08:54:00.006,2023-01-17 08:57:20.006,3.33,1h12m25.86s,+2d33m45.7s,{'filter': 'R'},120,1
TransitionBlock,2023-01-17 08:57:20.006,2023-01-17 08:58:00.006,0.67,,,[],,
C2019_F1_22S01,2023-01-17 08:58:00.006,2023-01-17 09:40:00.006,42.0,1h15m48s,-16d39m09.4s,{'filter': 'R'},60,18
TransitionBlock,2023-01-17 09:40:00.006,2023-01-17 09:41:40.006,1.67,,,[],,
C2014_UN271_22S01,2023-01-17 09:41:40.006,2023-01-17 09:48:40.006,7.0,2h27m39.34s,-60d11m34.6s,{'filter': 'R'},60,3
TransitionBlock,2023-01-17 09:48:40.006,2023-01-17 09:50:00.006,1.33,,,[],,
C2022_F1_22S01,2023-01-17 09:50:00.006,2023-01-17 09:53:20.006,3.33,21h21m50.51s,-62d43m03.9s,{'filter': 'R'},120,1
TransitionBlock,2023-01-17 09:53:20.006,2023-01-17 09:55:40.006,2.33,,,[],,
C2021_S3_22S01,2023-01-17 09:57:40.009,2023-01-17 10:47:40.009,50.0,5h29m58.75s,-38d17m48s,{'filter': 'R'},20,30
TransitionBlock,2023-01-17 10:47:40.009,2023-01-17 10:52:20.009,4.67,,,['filter:R to V'],,
2022ydv_22S02,2023-01-17 10:52:20.009,2023-01-17 10:56:40.009,4.33,1h18m55.45466667s,-60d39m14.26s,{'filter': 'V'},180,1
TransitionBlock,2023-01-17 10:56:40.009,2023-01-17 10:58:00.009,1.33,,,[],,
2022tiv_22S02,2023-01-17 10:58:00.009,2023-01-17 11:02:20.009,4.33,1h25m35.83s,-22d44m07.39s,{'filter': 'V'},180,1
TransitionBlock,2023-01-17 11:02:20.009,2023-01-17 11:03:40.009,1.33,,,[],,
2021aefx_22S02,2023-01-17 11:03:40.009,2023-01-17 11:08:00.009,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2023-01-17 11:08:00.009,2023-01-17 11:09:20.009,1.33,,,[],,
2022aczs_22S05,2023-01-17 11:09:20.009,2023-01-17 11:15:40.009,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'V'},300,1
TransitionBlock,2023-01-17 11:15:40.009,2023-01-17 11:18:40.009,3.0,,,['filter:V to R'],,
2022aczs_22S05,2023-01-17 11:18:40.009,2023-01-17 11:25:00.009,6.33,2h05m19.834008s,-23d41m53.39004s,{'filter': 'R'},300,1
TransitionBlock,2023-01-17 11:25:00.009,2023-01-17 11:28:00.009,3.0,,,[],,
C2021_G2_22S01,2023-01-17 11:32:20.012,2023-01-17 12:22:20.012,50.0,9h06m52.47s,-39d16m12.2s,{'filter': 'R'},20,30
TransitionBlock,2023-01-17 12:22:20.012,2023-01-17 12:23:00.012,0.67,,,[],,
C2021_E3_22S01,2023-01-17 12:23:20.014,2023-01-17 13:13:20.014,50.0,7h55m58.37s,-38d50m03.8s,{'filter': 'R'},20,30
TransitionBlock,2023-01-17 13:13:20.014,2023-01-17 13:15:20.014,2.0,,,[],,
C2021_A9_22S01,2023-01-17 13:17:20.016,2023-01-17 13:20:40.016,3.33,8h26m12.24s,+14d15m25.1s,{'filter': 'R'},120,1
TransitionBlock,2023-01-17 13:20:40.016,2023-01-17 13:24:20.016,3.67,,,[],,
C2021_C5_22S01,2023-01-17 13:26:20.016,2023-01-17 14:12:20.016,46.0,15h17m42.12s,-64d35m37.3s,{'filter': 'R'},30,25
TransitionBlock,2023-01-17 14:12:20.016,2023-01-17 14:14:20.016,2.0,,,[],,
C2019_L3_22S01,2023-01-17 14:14:40.018,2023-01-17 15:04:40.018,50.0,9h47m24.21s,-33d01m42.7s,{'filter': 'R'},20,30
TransitionBlock,2023-01-17 15:04:40.018,2023-01-17 15:06:00.018,1.33,,,[],,
97P_22S01,2023-01-17 15:06:00.018,2023-01-17 15:09:20.018,3.33,9h09m40.62s,-3d29m58.8s,{'filter': 'R'},120,1
TransitionBlock,2023-01-17 15:09:20.018,2023-01-17 15:14:00.018,4.67,,,['filter:R to V'],,
2022adbx_22S05,2023-01-17 15:17:00.020,2023-01-17 15:23:20.020,6.33,11h22m33.6s,+20d41m59.93016s,{'filter': 'V'},300,1
TransitionBlock,2023-01-17 15:23:20.020,2023-01-17 15:27:40.020,4.33,,,['filter:V to R'],,
2022aduk_22S05,2023-01-17 15:28:00.021,2023-01-17 15:34:20.021,6.33,10h38m46.542s,-17d33m42.81984s,{'filter': 'R'},300,1
TransitionBlock,2023-01-17 15:34:20.021,2023-01-17 15:36:40.021,2.33,,,[],,
81P_22S01,2023-01-17 15:43:20.021,2023-01-17 15:51:40.021,8.33,15h15m35.68s,-15d22m27.4s,{'filter': 'R'},20,5
TransitionBlock,2023-01-17 15:51:40.021,2023-01-17 15:52:40.021,1.0,,,[],,
A2019_U5_22S01,2023-01-17 15:53:00.022,2023-01-17 16:35:00.022,42.0,13h45m49.23s,+2d19m33.9s,{'filter': 'R'},60,18
TransitionBlock,2023-01-17 16:35:00.022,2023-01-17 16:36:20.022,1.33,,,[],,
Shapley_Skymapper_22S05,2023-01-17 16:36:40.023,2023-01-17 16:43:00.023,6.33,13h32m00s,-31d30m00s,{'filter': 'R'},300,1
