target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
C2022_E3_22S01,2023-02-22 08:07:00.005,2023-02-22 08:57:00.005,50.0,4h38m20.16s,+6d21m16.8s,{'filter': 'R'},20,30
TransitionBlock,2023-02-22 08:57:00.005,2023-02-22 08:58:00.005,1.0,,,[],,
C2021_Y1_22S01,2023-02-22 08:58:00.005,2023-02-22 09:48:00.005,50.0,3h20m40.33s,-15d35m09s,{'filter': 'R'},20,30
TransitionBlock,2023-02-22 09:48:00.005,2023-02-22 09:49:20.005,1.33,,,[],,
C2021_S3_22S01,2023-02-22 09:49:20.005,2023-02-22 09:57:40.005,8.33,5h13m41.22s,-34d58m35.1s,{'filter': 'R'},20,5
TransitionBlock,2023-02-22 09:57:40.005,2023-02-22 09:59:00.005,1.33,,,[],,
C2014_UN271_22S01,2023-02-22 09:59:00.005,2023-02-22 10:06:00.005,7.0,2h30m44.35s,-58d44m59.4s,{'filter': 'R'},60,3
TransitionBlock,2023-02-22 10:06:00.005,2023-02-22 10:08:20.005,2.33,,,[],,
C2021_G2_22S01,2023-02-22 10:09:00.009,2023-02-22 10:59:00.009,50.0,8h52m03.04s,-38d51m00.9s,{'filter': 'R'},20,30
TransitionBlock,2023-02-22 10:59:00.009,2023-02-22 11:00:20.009,1.33,,,[],,
C2022_A3_22S01,2023-02-22 11:00:40.011,2023-02-22 11:46:40.011,46.0,9h17m34.88s,-5d24m33.7s,{'filter': 'R'},30,25
TransitionBlock,2023-02-22 11:46:40.011,2023-02-22 11:47:20.011,0.67,,,[],,
C2022_E2_22S01,2023-02-22 11:47:40.013,2023-02-22 12:37:40.013,50.0,9h41m45.25s,-16d09m20.3s,{'filter': 'R'},20,30
TransitionBlock,2023-02-22 12:37:40.013,2023-02-22 12:40:00.013,2.33,,,[],,
C2019_E3_22S01,2023-02-22 12:40:00.013,2023-02-22 13:22:00.013,42.0,5h13m19.89s,-74d09m41.7s,{'filter': 'R'},60,18
TransitionBlock,2023-02-22 13:22:00.013,2023-02-22 13:23:40.013,1.67,,,[],,
C2019_L3_22S01,2023-02-22 13:23:40.013,2023-02-22 14:13:40.013,50.0,9h21m54.92s,-35d14m47.9s,{'filter': 'R'},20,30
TransitionBlock,2023-02-22 14:13:40.013,2023-02-22 14:16:00.013,2.33,,,[],,
C2021_C5_22S01,2023-02-22 14:27:20.019,2023-02-22 15:13:20.019,46.0,17h23m43.03s,-71d44m47.7s,{'filter': 'R'},30,25
TransitionBlock,2023-02-22 15:13:20.019,2023-02-22 15:16:20.019,3.0,,,[],,
A2019_U5_22S01,2023-02-22 15:16:40.020,2023-02-22 15:58:40.020,42.0,13h07m28.37s,+0d00m58.3s,{'filter': 'R'},60,18
TransitionBlock,2023-02-22 15:58:40.020,2023-02-22 16:02:20.020,3.67,,,[],,
C2021_P4_22S01,2023-02-22 16:34:00.023,2023-02-22 17:20:00.023,46.0,21h20m27.8s,-62d46m34.8s,{'filter': 'R'},30,25
TransitionBlock,2023-02-22 17:20:00.023,2023-02-22 17:22:20.023,2.33,,,[],,
81P_22S01,2023-02-22 17:22:40.025,2023-02-22 17:31:00.025,8.33,16h41m27.98s,-18d39m29.4s,{'filter': 'R'},20,5
TransitionBlock,2023-02-22 17:31:00.025,2023-02-22 17:33:40.025,2.67,,,[],,
C2022_F1_22S01,2023-02-22 17:34:00.025,2023-02-22 17:37:20.025,3.33,22h12m29.51s,-58d14m27.7s,{'filter': 'R'},120,1
