target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2022wwt_2022S-05,2022-11-15 08:16:40.005,2022-11-15 08:23:00.005,6.33,17h48m28.281s,-60d34m29.29008s,{'filter': 'V'},300,1
TransitionBlock,2022-11-15 08:23:00.005,2022-11-15 08:26:00.005,3.0,,,['filter:V to R'],,
2022wwt_2022S-05,2022-11-15 08:26:00.005,2022-11-15 08:32:20.005,6.33,17h48m28.281s,-60d34m29.29008s,{'filter': 'R'},300,1
TransitionBlock,2022-11-15 08:32:20.005,2022-11-15 08:34:40.005,2.33,,,[],,
A2021_X2_2022S-01,2022-11-15 08:39:40.006,2022-11-15 09:16:20.006,36.67,0h43m59.41s,-35d08m19.7s,{'filter': 'R'},120,11
TransitionBlock,2022-11-15 09:16:20.006,2022-11-15 09:17:40.006,1.33,,,[],,
382P_2022S-01,2022-11-15 09:18:00.007,2022-11-15 09:54:40.007,36.67,0h34m33.34s,-0d32m57.2s,{'filter': 'R'},120,11
TransitionBlock,2022-11-15 09:54:40.007,2022-11-15 09:55:00.007,0.33,,,[],,
2022jzx_2022S-05,2022-11-15 10:00:40.009,2022-11-15 10:07:00.009,6.33,1h02m09.856992s,-4d14m06.54s,{'filter': 'R'},300,1
TransitionBlock,2022-11-15 10:07:00.009,2022-11-15 10:11:00.009,4.0,,,['filter:R to V'],,
2022wsu_2022S-05,2022-11-15 10:11:00.009,2022-11-15 10:17:20.009,6.33,2h16m11.652s,+17d58m15.44016s,{'filter': 'V'},300,1
TransitionBlock,2022-11-15 10:17:20.009,2022-11-15 10:21:20.009,4.0,,,['filter:V to R'],,
C2021_T4_2022S-01,2022-11-15 10:21:40.010,2022-11-15 11:11:40.010,50.0,1h45m05.32s,-9d52m29.2s,{'filter': 'R'},20,30
TransitionBlock,2022-11-15 11:11:40.010,2022-11-15 11:14:40.010,3.0,,,[],,
C2022_F1_2022S-01,2022-11-15 11:14:40.010,2022-11-15 11:51:20.010,36.67,19h28m33.84s,-72d07m06.5s,{'filter': 'R'},120,11
TransitionBlock,2022-11-15 11:51:20.010,2022-11-15 11:54:20.010,3.0,,,[],,
2022xhd_2022S-05,2022-11-15 11:55:40.013,2022-11-15 12:02:00.013,6.33,3h39m32.199s,-17d39m51.78996s,{'filter': 'R'},300,1
TransitionBlock,2022-11-15 12:02:00.013,2022-11-15 12:05:00.013,3.0,,,['filter:R to V'],,
2022xhd_2022S-05,2022-11-15 12:05:20.013,2022-11-15 12:11:40.013,6.33,3h39m32.199s,-17d39m51.78996s,{'filter': 'V'},300,1
TransitionBlock,2022-11-15 12:11:40.013,2022-11-15 12:15:00.013,3.33,,,['filter:V to R'],,
2022_QE78_2022S-01,2022-11-15 12:15:20.014,2022-11-15 12:57:20.014,42.0,3h35m17.1s,-21d32m31.9s,{'filter': 'R'},60,18
TransitionBlock,2022-11-15 12:57:20.014,2022-11-15 12:58:40.014,1.33,,,[],,
P2021_R1_2022S-01,2022-11-15 12:58:40.014,2022-11-15 13:30:20.014,31.67,2h20m30.89s,+7d05m17s,{'filter': 'R'},300,5
TransitionBlock,2022-11-15 13:30:20.014,2022-11-15 13:34:20.014,4.0,,,['filter:R to V'],,
2022xix_2022S-05,2022-11-15 13:34:20.014,2022-11-15 13:40:40.014,6.33,4h15m07.435008s,-0d55m59.73996s,{'filter': 'V'},300,1
TransitionBlock,2022-11-15 13:40:40.014,2022-11-15 13:43:40.014,3.0,,,['filter:V to R'],,
2022xix_2022S-05,2022-11-15 13:43:40.014,2022-11-15 13:50:00.014,6.33,4h15m07.435008s,-0d55m59.73996s,{'filter': 'R'},300,1
TransitionBlock,2022-11-15 13:50:00.014,2022-11-15 13:51:20.014,1.33,,,[],,
2022wxo_2022S-05,2022-11-15 13:51:20.014,2022-11-15 13:57:40.014,6.33,1h56m17.67s,-7d41m58.09992s,{'filter': 'R'},300,1
TransitionBlock,2022-11-15 13:57:40.014,2022-11-15 14:01:20.014,3.67,,,[],,
C2021_G2_2022S-01,2022-11-15 14:02:40.018,2022-11-15 14:48:40.018,46.0,9h12m09.34s,-33d57m43.9s,{'filter': 'R'},30,25
TransitionBlock,2022-11-15 14:48:40.018,2022-11-15 14:50:00.018,1.33,,,[],,
C2021_S3_2022S-01,2022-11-15 14:50:20.019,2022-11-15 15:40:20.019,50.0,6h14m52.82s,-34d31m33.7s,{'filter': 'R'},20,30
TransitionBlock,2022-11-15 15:40:20.019,2022-11-15 15:44:40.019,4.33,,,['filter:R to V'],,
2022wpy_2022S-05,2022-11-15 15:44:40.019,2022-11-15 15:51:00.019,6.33,4h46m28.017s,-4d47m23.57988s,{'filter': 'V'},300,1
TransitionBlock,2022-11-15 15:51:00.019,2022-11-15 15:56:20.019,5.33,,,['filter:V to R'],,
97P_2022S-01,2022-11-15 15:57:00.022,2022-11-15 16:28:40.022,31.67,9h14m34.66s,-1d38m38.3s,{'filter': 'R'},300,5
