target,start time (UTC),end time (UTC),duration (minutes),ra,dec,configuration,exptime (s),repeats
2022jzx_22S05,2022-12-15 08:53:20.006,2022-12-15 08:59:40.006,6.33,1h02m09.856992s,-4d14m06.54s,{'filter': 'R'},300,1
TransitionBlock,2022-12-15 08:59:40.006,2022-12-15 09:00:00.006,0.33,,,[],,
22P_22S01,2022-12-15 09:00:00.006,2022-12-15 09:42:00.006,42.0,0h50m26.23s,-0d46m42.1s,{'filter': 'R'},60,18
TransitionBlock,2022-12-15 09:42:00.006,2022-12-15 09:44:20.006,2.33,,,[],,
C2014_UN271_22S01,2022-12-15 09:44:20.006,2022-12-15 09:51:20.006,7.0,2h32m59.58s,-61d13m52.2s,{'filter': 'R'},60,3
TransitionBlock,2022-12-15 09:51:20.006,2022-12-15 09:53:20.006,2.0,,,[],,
C2021_T4_22S01,2022-12-15 09:53:20.006,2022-12-15 10:43:20.006,50.0,0h56m09.22s,-13d14m03s,{'filter': 'R'},20,30
TransitionBlock,2022-12-15 10:43:20.006,2022-12-15 10:45:00.006,1.67,,,[],,
C2021_Y1_22S01,2022-12-15 10:45:00.006,2022-12-15 11:35:00.006,50.0,3h56m44.49s,+4d40m42.9s,{'filter': 'R'},20,30
TransitionBlock,2022-12-15 11:35:00.006,2022-12-15 11:38:40.006,3.67,,,[],,
C2022_F1_22S01,2022-12-15 11:38:40.006,2022-12-15 12:15:20.006,36.67,20h25m17.14s,-67d39m16.6s,{'filter': 'R'},120,11
TransitionBlock,2022-12-15 12:15:20.006,2022-12-15 12:19:40.006,4.33,,,['filter:R to V'],,
2022ydv_22S02,2022-12-15 12:19:40.006,2022-12-15 12:24:00.006,4.33,1h18m55.45466667s,-60d39m14.26s,{'filter': 'V'},180,1
TransitionBlock,2022-12-15 12:24:00.006,2022-12-15 12:24:20.006,0.33,,,[],,
2021aefx_22S02,2022-12-15 12:24:20.006,2022-12-15 12:28:40.006,4.33,0h17m19.56s,-54d56m53.09s,{'filter': 'V'},180,1
TransitionBlock,2022-12-15 12:28:40.006,2022-12-15 12:35:20.006,6.67,,,['filter:V to R'],,
C2022_E2_22S01,2022-12-15 12:36:40.015,2022-12-15 13:22:40.015,46.0,10h30m40.13s,-20d03m22.7s,{'filter': 'R'},30,25
TransitionBlock,2022-12-15 13:22:40.015,2022-12-15 13:23:40.015,1.0,,,[],,
C2021_G2_22S01,2022-12-15 13:24:00.016,2022-12-15 14:10:00.016,46.0,9h14m40.66s,-37d02m07s,{'filter': 'R'},30,25
TransitionBlock,2022-12-15 14:10:00.016,2022-12-15 14:10:20.016,0.33,,,[],,
C2021_E3_22S01,2022-12-15 14:10:40.018,2022-12-15 15:00:40.018,50.0,9h15m24.03s,-43d58m06s,{'filter': 'R'},20,30
TransitionBlock,2022-12-15 15:00:40.018,2022-12-15 15:02:20.018,1.67,,,[],,
C2021_C5_22S01,2022-12-15 15:02:40.020,2022-12-15 15:48:40.020,46.0,13h50m02.12s,-55d18m35s,{'filter': 'R'},30,25
TransitionBlock,2022-12-15 15:48:40.020,2022-12-15 15:52:00.020,3.33,,,[],,
C2021_A9_22S01,2022-12-15 15:52:20.022,2022-12-15 15:55:40.022,3.33,8h51m41.45s,+13d40m49.3s,{'filter': 'R'},120,1
TransitionBlock,2022-12-15 15:55:40.022,2022-12-15 15:59:00.022,3.33,,,[],,
C2022_R6_22S01,2022-12-15 15:59:00.022,2022-12-15 16:02:20.022,3.33,3h17m02.05s,-42d45m13.3s,{'filter': 'R'},120,1
TransitionBlock,2022-12-15 16:02:20.022,2022-12-15 16:05:00.022,2.67,,,[],,
2022yjy_22S05,2022-12-15 16:05:00.022,2022-12-15 16:11:20.022,6.33,7h41m40.863s,+8d59m54.83004s,{'filter': 'R'},300,1
